"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"15 dollar gifts",143,573,45,0.86,0.81,1.32,316,">4,000",9,1,0,0,0,,
"big gifts for kids",3,573,144,1.06,0.82,1.27,136,">200,000",9,1,0,0,1,,
"secret santa gift",64,573,76,0.85,0.63,1.03,369,">9,000",9,1,0,0,3,,
"presents for dads",7,573,34,1.47,1.06,1.64,333,">80,000",9,1,0,0,0,,
"tall fuzzy socks for women",191,573,25,0.81,0.65,1.09,408,">3,000",9,1,0,0,0,,
"christmas gifts 7 year old girl",191,573,109,1.38,1.16,1.71,195,">3,000",9,1,0,0,0,,
"fall gift",6,573,-35,1.33,0.92,1.65,806,">100,000",9,1,0,0,0,,
"socks for woman",8,573,13,0.97,0.81,1.29,360,">70,000",9,1,0,0,0,,
"cute little gifts",6,573,4,0.95,0.76,1.09,377,">100,000",9,1,0,0,0,,
"gifts for a new mom",11,573,8,1.17,0.79,1.41,402,">50,000",9,1,0,0,0,,
"8 year old gift",57,573,10,1.59,1.32,1.9,358,">10,000",9,1,0,0,0,,
"gifts for people with depression",573,573,41,1.17,0.81,1.39,404,">1,000",9,1,0,0,0,,
"small christmas gift",6,573,347,1.17,0.79,1.39,245,">100,000",9,1,0,0,0,,
"christmas gifts for family members",14,573,"n/a",0.82,0.62,1.08,128,">40,000",9,1,0,0,1,,
"womens christmas gift",3,573,139,1.03,0.77,1.23,362,">200,000",9,1,0,0,0,,
"christmas gift for couple",14,573,"1,121",1.19,0.87,1.53,199,">40,000",9,1,0,0,0,,
"cute stocking stuffers for women",64,573,56,1.11,0.81,1.47,233,">9,000",9,1,0,0,0,,
"gifts for 25 year old male",833,573,7,1.16,0.88,1.38,346,">688",9,1,0,0,0,,
"toys for 5-7 year old girls",143,573,19,1.45,1.13,1.71,183,">4,000",9,1,0,0,0,,
"cool stuff for girls 10-12",287,573,8,1.1,0.94,1.39,296,">2,000",9,1,0,0,0,,
"6-8 year old girl gifts",96,573,26,1.47,1.21,1.75,304,">6,000",9,1,0,0,0,,
"gifts for woman unique",6,573,47,1.32,0.9,1.57,331,">100,000",9,1,0,0,0,,
"tehook fuzzy socks for women","3,431",573,221,0.93,0.63,0.99,139,167,9,1,0,0,0,,
"foozies socks for women","1,224",573,405,1.1,0.8,1.27,117,468,9,1,0,0,0,,
"gifts for women for their birthday",6,573,51,1.21,0.94,1.58,295,">100,000",9,1,0,0,0,,
"5 year-old girl gift",19,573,-4,1.78,1.34,2.02,162,">30,000",9,1,0,0,0,,
"friendgiving gifts","2,076",573,"n/a",0.77,0.56,0.98,118,276,9,0,1,0,0,,
"christmas gifts￼","3,391",573,"n/a",1.11,0.85,1.2,60,169,9,1,0,0,0,,
"guy birthday gifts",29,574,-18,1.34,1.03,1.64,389,">20,000",9,1,0,0,0,,
"housewarming gifts for couple",57,574,-9,1.12,0.88,1.47,360,">10,000",9,1,0,0,2,,
"lounge socks for women",574,574,22,1,0.76,1.17,387,">1,000",9,1,0,0,0,,
"unique wedding gifts",6,574,-26,1.28,0.91,1.54,451,">100,000",9,1,0,0,1,,
"silly gift",72,574,12,0.76,0.59,1.03,343,">8,000",9,1,1,0,0,,
"hair stuff for kids",64,574,16,0.95,0.72,1.27,289,">9,000",9,1,0,0,0,,
"gifts for busy moms",191,574,49,1.08,0.82,1.27,280,">3,000",9,1,0,0,0,,
"feel better gifts for kids",19,574,-1,0.85,0.57,0.93,275,">30,000",9,1,0,0,2,,
"plants gifts for women",19,574,27,1.03,0.79,1.2,308,">30,000",9,1,0,0,1,,
"gifs for a women",287,574,20,1.31,0.97,1.62,355,">2,000",9,1,0,0,0,,
"desire deluxe hair chalk for girls","5,467",574,-6,0.96,0.66,1.11,51,105,9,1,0,0,0,,
"for girlfriend",6,628,4,1.06,0.79,1.4,373,">100,000",10,1,0,0,14,,
"artsy gifts",105,628,11,0.82,0.63,0.98,397,">6,000",10,1,0,0,0,,
"birthday boxes for kids",13,628,-13,0.91,0.66,1.03,312,">50,000",10,1,0,0,0,,
"rose gift",6,628,1,1.37,0.99,1.86,341,">100,000",10,1,0,0,4,,
"cool gifts for parents","2,962",628,392,1.25,0.94,1.53,187,212,10,1,0,0,0,,
"movie night gifts",63,628,30,0.89,0.56,0.92,322,">10,000",10,1,0,0,0,,
"christmas gifts for adult daughter",31,628,343,1.28,0.96,1.58,168,">20,000",10,1,0,0,1,,
"nursing home gifts for residents","2,079",628,6,0.96,0.8,1.15,391,302,10,1,0,0,1,,
"gufts for mom",6,628,24,1.3,0.88,1.56,289,">100,000",10,1,0,0,0,,
"christmas for 5 year old girl",63,628,127,1.32,1.04,1.66,206,">10,000",10,1,0,0,0,,
"coffee accessories gifts for women",31,628,89,1.06,0.81,1.35,302,">20,000",10,1,0,0,0,,
"cool gifts for history lovers",628,628,20,0.97,0.69,1.17,200,">1,000",10,1,0,0,0,,
"womens gifts for christmas 2024",63,628,"n/a",1.15,0.95,1.47,60,">10,000",10,1,0,0,1,,
"top gifts for teens",32,642,40,1.11,0.83,1.46,391,">20,000",10,1,0,0,0,,
"anniversary gift for her",6,642,-20,1.85,1.19,2.37,287,">100,000",10,1,0,0,0,,
"gifts for a mom",6,642,17,1.23,0.89,1.61,384,">100,000",10,1,0,0,0,,
"get well gifts for kids",13,642,-27,0.81,0.69,1.03,327,">50,000",10,1,0,0,0,,
"guys gifts",16,642,14,1.3,1,1.53,342,">40,000",10,1,0,0,0,,
"gifts for guy friends",32,642,10,0.96,0.67,1.2,378,">20,000",10,1,0,0,0,,
"gifts for girls age 7",16,642,-4,1.47,1.19,1.85,304,">40,000",10,1,0,0,0,,
"presents for girls",6,642,18,1.36,1.17,1.7,274,">100,000",10,1,0,0,0,,
"gifts 11 year old girl",214,642,9,1.43,1.17,1.83,301,">3,000",10,1,0,0,0,,
"gifts for women over 70",321,642,12,1.22,0.95,1.61,280,">2,000",10,1,0,0,0,,
"birthday for dad",7,642,-9,1.3,1.02,1.66,329,">90,000",10,1,0,0,0,,
"sister gifts funny",21,642,23,1.19,0.96,1.49,329,">30,000",10,1,0,0,1,,
"outdoor decorations for yard",9,642,-49,0.84,0.66,1.04,645,">70,000",10,1,0,0,0,,
"organic gifts for women",64,642,16,1.5,1.12,1.89,406,">10,000",10,1,0,0,0,,
"mens unique gifts",6,642,15,1.28,0.94,1.66,408,">100,000",10,1,0,0,0,,
"care packages for women",7,642,-6,0.72,0.58,0.94,357,">90,000",10,1,0,0,1,,
"gift for travelers women",64,642,0,0.9,0.76,1.39,363,">10,000",10,1,0,0,0,,
"birthday gift for teenage girl",64,642,18,1.17,0.89,1.32,312,">10,000",10,1,0,0,0,,
"movie gifts",9,642,13,0.79,0.59,0.97,357,">70,000",10,1,0,0,6,,
"mexican gifts for women",32,642,6,0.93,0.71,1.07,353,">20,000",10,1,0,0,0,,
"damn it dolls for women","14,267",642,22,0.46,0.34,0.47,44,45,10,1,0,0,0,,
"dumb gifts",321,642,16,0.69,0.49,0.82,345,">2,000",10,1,0,0,0,,
"classy gifts",7,642,-14,1.1,0.82,1.38,464,">90,000",10,1,0,0,0,,
"20 dollar gifts for women",161,642,608,1.05,0.81,1.21,82,">4,000",10,1,0,0,0,,
"woman gifts for christmas",6,642,984,0.99,0.74,1.37,255,">100,000",10,1,0,0,0,,
"cozy slipper socks for women",214,642,31,0.88,0.67,1.16,336,">3,000",10,1,0,0,0,,
"bday gifts",3,642,-14,1.15,0.96,1.48,310,">200,000",10,1,0,0,0,,
"crochet gift",32,642,21,0.74,0.53,0.75,382,">20,000",10,1,0,0,3,,
"gift for women over 50",107,642,11,1.22,0.93,1.67,318,">6,000",10,1,0,0,0,,
"honey gifts",32,642,-24,1.02,0.7,1.22,369,">20,000",10,1,0,0,0,,
"stuff for guys",128,642,14,1.27,0.95,1.46,416,">5,000",10,1,0,0,0,,
"big christmas gifts for kids",6,642,49,1.22,0.95,1.49,261,">100,000",10,1,0,0,0,,
"small birthday gifts for women",6,642,-10,1.19,0.83,1.43,318,">100,000",10,1,0,0,0,,
"girls christmas gift",6,642,362,1.28,1,1.52,222,">100,000",10,1,0,0,0,,
"gifts for homesteaders","1,101",642,26,0.95,0.61,1.13,416,">583",10,1,0,0,1,,
"7 year old girl gifts best sellers",703,642,9,1.38,1.1,1.68,291,">913",10,1,0,0,0,,
"sister christmas gifts from sister",13,642,859,1.44,1.06,1.71,225,">50,000",10,1,0,0,0,,
"christmas gifts 10 year old girl",214,642,55,1.25,0.96,1.45,258,">3,000",10,1,0,0,0,,
"christmas gift set for women",16,642,113,0.99,0.67,1.26,339,">40,000",10,1,0,0,0,,
"thanksgiving gifts for friends",6,642,112,1.11,0.84,1.47,252,">100,000",10,1,0,0,1,,
"christmas gifts for young adults",92,642,120,1.27,0.97,1.44,368,">7,000",10,1,0,0,0,,
"gifts for 6 year olds",64,642,13,1.46,1.08,1.67,326,">10,000",10,1,0,0,0,,
"christmas bath bombs for women",887,642,267,1.22,0.88,1.58,226,">724",10,1,0,0,2,,
"toys for 6-7 year old girls",161,642,11,1.34,1.05,1.58,351,">4,000",10,1,0,0,0,,
"gifts for $30",6,642,43,0.84,0.66,1.08,263,">100,000",10,1,0,0,0,,
"christmas gifts for 5 year old girl",64,642,120,1.63,1.33,2.02,213,">10,000",10,1,0,0,0,,
"gifts for people you dont know well",875,642,16,1.04,0.75,1.28,299,734,10,1,0,0,0,,
"gifts for 8-10 year old girls",128,642,32,1.42,1.16,1.65,262,">5,000",10,1,0,0,0,,
"13 year old girl birthday gifts",321,642,-19,1.18,0.93,1.44,289,">2,000",10,1,0,0,0,,
"gifts for mom christmas unique",3,642,222,1.24,0.98,1.63,257,">200,000",10,1,0,0,0,,
"headache massager for migraines","1,011",642,4,1.95,1.5,2.68,269,">635",10,1,0,0,0,,
"hosting gifts for women",321,642,74,0.89,0.69,1.06,374,">2,000",10,1,0,0,0,,
"ladies birthday gifts for women",6,642,-17,1.7,1.19,1.96,362,">100,000",10,1,0,0,0,,
"insta prints camera for kids","2,133",642,35,2.12,1.75,2.29,263,301,10,1,0,0,0,,
"cool presents for tween girls",893,642,3,1.15,0.97,1.43,295,">719",10,1,0,0,0,,
"cool things for 8 year old",642,642,"n/a",1.05,0.85,1.3,94,">1,000",10,1,0,0,0,,
"gardening gift",16,644,14,1.16,0.81,1.42,301,">40,000",10,1,0,0,4,,
"whiskey gift set",81,644,6,1.67,1.3,1.73,332,">8,000",10,1,0,0,0,,
"birthday gifts for friends",6,644,-15,1.24,0.85,1.64,424,">100,000",10,1,0,0,3,,
"cool birthday gifts",6,644,-17,1.23,0.97,1.57,481,">100,000",10,1,0,0,1,,
"mother birthday gift",6,644,21,1.47,1.12,1.91,371,">100,000",10,1,0,0,0,,
"wife birthday gifts",6,644,5,1.83,1.29,2.38,364,">100,000",10,1,0,0,2,,
"home gifts for women",6,644,14,1.03,0.75,1.27,372,">100,000",10,1,0,0,0,,
"hand lotion gift set",644,644,24,1.2,0.91,1.49,277,">1,000",10,1,0,0,2,,
"gift pack",3,644,22,1.02,0.79,1.38,375,">200,000",10,1,0,0,0,,
"valentines day gifts for her",7,644,7,1.41,1.01,2.02,253,">90,000",10,1,0,0,10,,
"gifts for guys who have everything",644,644,30,1.36,1.17,1.68,354,">1,000",10,1,0,0,0,,
"birthday gift 5 year old girl",107,644,-11,1.63,1.34,2.06,268,">6,000",10,1,0,0,0,,
"gift bundles for women",64,644,12,0.88,0.7,1.18,291,">10,000",10,1,0,0,0,,
"cocktail gifts",16,644,17,1.59,1.03,1.89,274,">40,000",10,1,0,0,0,,
"massager for women",161,644,13,1.28,0.92,1.77,20,">4,000",10,1,0,0,2,,
"gift for mom christmas",6,644,121,1.32,0.99,1.57,303,">100,000",10,1,0,0,0,,
"positive gifts",13,644,-16,0.97,0.75,1.25,393,">50,000",10,1,0,0,2,,
"unique mens gifts",6,644,29,1.43,1.17,1.79,359,">100,000",10,1,0,0,0,,
"going away gifts",64,644,-17,1.09,0.85,1.43,384,">10,000",10,1,0,0,13,,
"4th anniversary gifts for husband",161,644,-51,1.14,0.85,1.43,473,">4,000",10,1,0,0,0,,
"gifts for whiskey lovers",92,644,15,1.56,1.13,1.97,322,">7,000",10,1,0,0,3,,
"gifts for fiance",92,644,20,1.32,1.03,1.61,366,">7,000",10,1,0,0,0,,
"christmas gift for grandparents",32,644,129,1.09,0.85,1.37,219,">20,000",10,1,0,0,0,,
"nurse appreciation gifts",644,644,-10,1.04,0.77,1.29,347,">1,000",10,1,0,0,11,,
"gifts for mamaw",322,644,36,1.16,0.83,1.41,279,">2,000",10,1,0,0,5,,
"for her birthday",6,644,-5,1.67,1.13,2.11,329,">100,000",10,1,0,0,0,,
"encouragement gifts",7,644,-12,1,0.83,1.28,428,">90,000",10,1,0,0,7,,
"birthday present for 4 year old girl",322,644,-16,1.43,1.13,1.76,378,">2,000",10,1,0,0,0,,
"printing camera for kids","1,142",644,12,1.99,1.62,2.42,278,">564",10,1,0,0,1,,
"big hoodies for women",16,644,19,1.2,1,1.43,292,">40,000",10,1,0,0,0,,
"chenille socks for women","1,501",644,65,1.01,0.8,1.2,371,">429",10,1,0,0,0,,
"funny gifts for husband",16,644,18,1.04,0.84,1.41,313,">40,000",10,1,0,0,1,,
"positivity gifts",81,644,-24,0.9,0.67,1.11,296,">8,000",10,1,0,0,0,,
"midwife gifts",644,644,-32,0.69,0.57,0.85,295,">1,000",10,1,0,0,12,,
"rainbow gift bags",698,644,-5,0.96,0.61,1.14,316,">923",10,0,1,0,9,,
"gadget gifts",21,644,50,0.98,0.77,1.21,377,">30,000",10,1,0,0,1,,
"teenage christmas gifts",81,644,64,0.88,0.75,1.22,264,">8,000",10,0,1,0,0,,
"gifts for women unique",6,644,20,1.28,0.83,1.54,348,">100,000",10,1,0,0,0,,
"popular gifts for teenage girls",644,644,-16,1.19,0.94,1.35,353,">1,000",10,1,0,0,0,,
"guy gift",21,644,14,1.27,0.86,1.37,363,">30,000",10,1,0,0,0,,
"teens christmas gifts",9,644,59,1.04,0.79,1.16,325,">70,000",10,1,0,0,0,,
"12 year old gifts",81,644,10,1.35,1.02,1.61,287,">8,000",10,1,0,0,0,,
"christmas gifts 8 year old girl",161,644,41,1.42,1.17,1.69,355,">4,000",10,1,0,0,0,,
"gifts for my sister",21,644,27,1.38,1.01,1.69,422,">30,000",10,1,0,0,0,,
"gifts for married couples",81,644,14,1.32,0.98,1.74,324,">8,000",10,1,0,0,0,,
"christmas gift women",6,644,211,1.04,0.79,1.27,316,">100,000",10,1,0,0,0,,
"gift for pregnant friend",129,644,2,1.3,0.95,1.56,351,">5,000",10,1,0,0,1,,
"gift for teen",6,644,16,0.97,0.74,1.1,384,">100,000",10,1,0,0,0,,
"25 gifts for women",6,644,324,1.24,0.91,1.37,243,">100,000",10,1,0,0,0,,
"10 years old girl birthday gift",72,644,-31,1.35,1.14,1.68,311,">9,000",10,1,0,0,0,,
"teacher stuff for classroom",161,644,-26,0.84,0.62,1.02,408,">4,000",10,1,0,0,0,,
"tween girl gift",215,644,13,1.08,0.89,1.32,264,">3,000",10,1,0,0,0,,
"smoker for drinks","1,293",644,22,2.33,2.06,2.61,315,498,10,1,0,0,0,,
"things for 10 year old girls",644,644,21,1.09,0.88,1.38,381,">1,000",10,1,0,0,0,,
"gifts for your sister",6,644,32,1.27,0.91,1.57,397,">100,000",10,1,0,0,0,,
"small gift for women",3,644,16,0.97,0.74,1.03,287,">200,000",10,1,0,0,0,,
"gifts for bestie",21,644,19,1.4,0.99,1.64,331,">30,000",10,1,0,0,4,,
"8 year old gifts for girls",92,644,15,1.52,1.23,1.83,297,">7,000",10,1,0,0,0,,
"funny christmas gifts for women","2,125",644,"2,133",1.07,0.91,1.26,183,303,10,1,0,0,0,,
"christmas gifts for married couples",161,644,63,1.21,0.95,1.63,334,">4,000",10,1,0,0,0,,
"stocking stuffers for college girls",644,644,172,1.2,0.84,1.34,322,">1,000",10,1,0,0,0,,
"warm cozy socks for women",322,644,35,1.18,0.93,1.27,265,">2,000",10,1,0,0,0,,
"gifts for weird people",215,644,17,0.85,0.69,1.14,289,">3,000",10,1,0,0,0,,
"womens birthday gift",3,644,-13,1.35,0.93,1.86,385,">200,000",10,1,0,0,0,,
"gift set for women christmas",6,644,666,0.83,0.65,1.21,227,">100,000",10,1,0,0,0,,
"christmas gifts for teen",8,644,196,0.92,0.85,1.34,280,">80,000",10,1,0,0,0,,
"best adult women gifts",6,644,21,1.26,0.92,1.49,243,">100,000",10,1,0,0,0,,
"duck gifts for duck lovers",161,644,2,0.86,0.71,1.09,305,">4,000",10,1,0,0,6,,
"christmas gift for parents",13,644,220,1.17,0.93,1.59,310,">50,000",10,1,0,0,0,,
"silly christmas gifts",161,644,356,0.85,0.68,1.13,166,">4,000",10,1,0,0,0,,
"gifts for her wife",6,644,49,1.73,1.31,2.23,289,">100,000",10,1,0,0,0,,
"$5 gift",6,644,20,1.04,0.66,1.25,299,">100,000",10,1,0,0,1,,
"$30 gifts",6,644,180,1.17,0.85,1.41,194,">100,000",10,1,0,0,0,,
"20 gifts for women",6,644,147,1.06,0.84,1.37,241,">100,000",10,1,0,0,0,,
"toys for 10-12 year old girls",215,644,14,1.28,0.92,1.47,339,">3,000",10,1,0,0,0,,
"fleece socks for women winter",215,644,162,0.97,0.81,1.17,322,">3,000",10,1,0,0,0,,
"wedding presents for newlyweds",322,644,3,1.22,0.98,1.43,318,">2,000",10,1,0,0,0,,
"garden ornaments for outside garden",72,644,-17,0.76,0.65,0.93,349,">9,000",10,1,0,0,0,,
"gifts for christmas for adults",6,644,99,0.91,0.64,1.22,229,">100,000",10,1,0,0,0,,
"gifts for family who have everything",161,644,"1,029",1.02,0.82,1.48,221,">4,000",10,1,0,0,0,,
"gift for 10 + year old girl",11,644,7,1.39,1.12,1.7,307,">60,000",10,1,0,0,0,,
"luggage accessories for suitcases",64,644,-15,0.93,0.74,1.18,447,">10,000",10,1,0,0,0,,
"women's gifts for birthday",3,644,-9,1.37,1.07,1.83,292,">200,000",10,1,0,0,0,,
"19 year old girl birthday gifts",811,644,-16,1.05,0.76,1.44,440,">794",10,1,0,0,5,,
"beauty gift sets for teenage girls",644,644,25,1.1,0.69,1.39,276,">1,000",10,1,0,0,0,,
"christmas gift for girls 8-12",32,644,771,1.34,1.08,1.61,72,">20,000",10,1,0,0,0,,
"top 10 kids gifts",161,644,867,1.23,0.91,1.46,127,">4,000",10,1,0,0,0,,
"best gifts for postpartum mom",322,644,-50,1.1,0.75,1.58,651,">2,000",10,1,0,0,0,,
"cameras for kids 8-12",867,644,10,1.63,1.51,2.15,437,">743",10,1,0,0,0,,
"christmas gifts for 6-7 year old girls",215,644,106,1.47,1.22,1.86,176,">3,000",10,1,0,0,0,,
"tween gifts 10-12 girls",644,644,21,1.21,0.97,1.35,270,">1,000",10,1,0,0,0,,
"top christmas gifts for 7-8 year old girls",644,644,106,1.4,1.13,1.59,191,">1,000",10,1,0,0,0,,
"small christmas gift bags 4 x 6",644,644,31,0.93,0.78,1.26,252,">1,000",10,0,1,0,0,,
"swifty gifts for girls","1,505",644,8,1.06,0.89,1.21,232,">428",10,1,0,0,0,,
"shower products for woman",21,644,12,1.61,1.17,1.9,342,">30,000",10,1,0,0,0,,
"kids trending gifts",644,644,592,1.1,0.87,1.43,198,">1,000",10,1,0,0,0,,
"best wedding gifts for couples",11,644,-70,1.3,0.96,1.65,315,">60,000",10,1,0,0,0,,
"cool stuff for science lovers",974,644,23,0.93,0.75,1.03,218,">661",10,1,0,0,0,,
"quirky unique gifts",129,644,"n/a",1.03,0.79,1.25,36,">5,000",10,1,0,0,0,,
"gift sets for her",22,654,63,1.01,0.72,1.26,302,">30,000",10,1,0,0,0,,
"sister gifts for birthday",7,654,-25,1.19,0.87,1.68,646,">100,000",10,1,0,0,1,,
"gifts for 6 year old girls best sellers","1,060",654,20,1.32,1.14,1.6,325,617,10,1,0,0,0,,
"cool wedding gifts for couple",131,654,-51,1.19,0.91,1.51,558,">5,000",10,1,0,0,0,,
"presents for 11 year old girls",654,654,7,1.25,1.04,1.58,373,">1,000",10,1,0,0,0,,
"cute stocking stuffers for teen girls",218,654,806,0.81,0.66,1.08,210,">3,000",10,1,0,0,0,,
"cute small gifts",7,654,33,0.69,0.55,0.83,366,">100,000",10,1,0,0,0,,
"toys for 9-10 year old girls",327,654,21,1.36,1.06,1.57,287,">2,000",10,1,0,0,0,,
"gifts for preteeens girls","1,002",654,24,1,0.96,1.21,338,">653",10,1,0,0,0,,
"price stickers for small business",109,654,11,0.84,0.66,1.1,286,">6,000",10,1,0,0,2,,
"sleep socks for women loose fit",905,654,109,1.16,0.94,1.47,352,">723",10,1,0,0,0,,
"christmas gifts for sisters from sisters adult",109,654,145,1.28,1,1.77,318,">6,000",10,1,0,0,0,,
"birthday present for mom",24,713,-6,1.25,0.98,1.65,286,">30,000",10,1,0,0,0,,
"appreciation gift",7,713,-2,1.09,0.9,1.37,415,">100,000",10,1,0,0,7,,
"unique gifts for mom",8,713,16,1.33,0.92,1.63,422,">90,000",10,1,0,0,0,,
"friends gift",4,713,13,1.24,0.93,1.48,378,">200,000",10,1,0,0,0,,
"birthday gifts for kids",7,713,-19,1.44,1.18,1.91,428,">100,000",10,1,0,0,1,,
"body wash gift set",238,713,45,1.25,0.74,1.51,392,">3,000",10,1,0,0,4,,
"romantic gifts",18,713,2,1.35,1.06,1.64,340,">40,000",10,1,0,0,4,,
"gift for young woman",7,713,14,1.11,0.84,1.46,397,">100,000",10,1,0,0,0,,
"fashion socks for women",14,713,-11,0.82,0.68,0.99,490,">50,000",10,1,0,0,0,,
"christmas gifts dad",9,713,700,1.32,1.01,1.75,245,">80,000",10,1,0,0,0,,
"christmas gifts sets",7,713,83,1.08,0.78,1.42,355,">100,000",10,1,0,0,0,,
"cool dad gifts",18,713,30,1.52,1.02,1.65,334,">40,000",10,1,0,0,0,,
"xmas gifts for mom",71,713,702,1.24,0.85,1.55,249,">10,000",10,1,0,0,1,,
"gifts for girlfriends",7,713,-2,1.43,1.01,2.02,395,">100,000",10,1,0,0,0,,
"outdoor gifts for women",7,713,21,1.08,0.91,1.46,334,">100,000",10,1,0,0,0,,
"six year old girl gifts",36,713,12,1.5,1.25,1.89,345,">20,000",10,1,0,0,0,,
"gifts for a 13 year old girl",238,713,6,1.36,1.02,1.49,335,">3,000",10,1,0,0,0,,
"cool gifts for guys",36,713,21,1.27,0.93,1.42,300,">20,000",10,1,0,0,0,,
"cool gift",7,713,21,1.08,0.77,1.54,372,">100,000",10,1,0,0,0,,
"nice gifts for women",7,713,4,1.38,1.03,1.74,320,">100,000",10,1,0,0,0,,
"bath products for women",36,713,14,1.33,0.92,1.72,423,">20,000",10,1,0,0,0,,
"next day delivery gifts",238,713,-21,1.07,0.78,1.43,388,">3,000",10,1,0,0,0,,
"gift 9 year old girl",178,713,12,1.46,1.22,1.82,315,">4,000",10,1,0,0,0,,
"snack gifts",36,713,17,1.04,0.87,1.35,361,">20,000",10,1,0,0,1,,
"hand lotion gift set for women",713,713,107,1.24,0.85,1.45,285,">1,000",10,1,0,0,1,,
"gifts to cheer someone up",357,713,16,0.93,0.73,1.16,369,">2,000",10,1,0,0,0,,
"mens gift box",7,713,35,1.34,1.06,1.69,355,">100,000",10,1,0,0,0,,
"good gifts for dad",14,713,22,1.26,0.94,1.68,391,">50,000",10,1,0,0,0,,
"present for dad",9,713,14,1.57,1.14,1.95,320,">80,000",10,1,0,0,1,,
"birthday for her","1,384",713,-9,1.57,1.13,1.95,364,515,10,1,0,0,0,,
"bridal gift",7,713,-23,1.27,1,1.4,638,">100,000",10,1,0,0,1,,
"food gift box",71,713,38,1.24,0.94,1.74,384,">10,000",10,1,0,0,7,,
"husband birthday gifts from wife",36,713,16,1.47,1.05,1.84,358,">20,000",10,1,0,0,0,,
"sister gifts from sister",7,713,32,1.35,0.97,1.61,340,">100,000",10,1,0,0,9,,
"birthday gift for brother",7,713,-18,1.22,0.84,1.53,408,">100,000",10,1,0,0,0,,
"birthday gift for friend",7,713,-19,1.19,0.79,1.57,473,">100,000",10,1,0,0,0,,
"funny novelty gifts",8,713,56,0.68,0.64,0.91,338,">90,000",10,1,0,0,0,,
"fluffy socks for women",357,713,35,0.93,0.71,1.16,337,">2,000",10,1,0,0,0,,
"12 year old girls gifts",119,713,45,1.3,1.02,1.61,257,">6,000",10,1,0,0,1,,
"silly gifts for adults",178,713,89,0.79,0.61,1.02,376,">4,000",10,1,0,0,0,,
"silly gifts for women",178,713,10,1.17,0.88,1.38,328,">4,000",10,1,0,0,0,,
"gift for girl",4,713,10,1.3,1.07,1.75,382,">200,000",10,1,0,0,0,,
"unique kids gifts",7,713,0,0.98,0.84,1.24,376,">100,000",10,1,0,0,0,,
"birthday gifts for mother in law",71,713,-2,1.36,1.05,1.74,316,">10,000",10,1,0,0,2,,
"8 year old girl birthday gifts",143,713,-19,1.46,1.26,1.83,352,">5,000",10,1,0,0,0,,
"teenage girl birthday gifts",71,713,-32,1.12,0.77,1.27,624,">10,000",10,1,0,0,0,,
"treats for kids",36,713,7,0.77,0.53,1.06,700,">20,000",10,1,0,0,0,,
"gifts for 12 year olds",89,713,16,1.39,1.05,1.69,355,">8,000",10,1,0,0,0,,
"welcome home gifts",10,713,-6,0.9,0.73,1.09,390,">70,000",10,1,0,0,2,,
"top toys for 6 year old girls",713,713,58,1.01,0.91,1.31,307,">1,000",10,1,0,0,0,,
"joke gifts for women",89,713,28,0.68,0.48,0.82,0,">8,000",10,1,0,0,0,,
"crochet gifts for women",71,713,28,0.73,0.55,0.85,306,">10,000",10,1,0,0,1,,
"lavender gifts",24,713,11,1.08,0.78,1.57,360,">30,000",10,1,0,0,2,,
"valentine's day gift",4,713,66,1.52,1.03,2.03,321,">200,000",10,1,0,0,0,,
"halloween gifts for women",7,713,-21,0.94,0.67,1.31,727,">100,000",10,1,0,0,3,,
"gifts for nerds and geeks",238,713,19,0.98,0.7,1.06,263,">3,000",10,1,0,0,0,,
"popular gifts for women",12,713,16,1.4,0.9,1.69,323,">60,000",10,1,0,0,0,,
"cheap gifts for kids",7,713,72,1.06,0.9,1.37,368,">100,000",10,1,0,0,0,,
"hosting gifts","3,638",713,62,0.88,0.63,1.06,352,196,10,1,0,0,0,,
"client gifts",71,713,28,1.01,0.86,1.33,407,">10,000",10,1,0,0,1,,
"parents anniversary gifts",36,713,-24,1.61,1.08,2.02,508,">20,000",10,1,0,0,0,,
"useful christmas gifts",24,713,109,0.98,0.83,1.44,267,">30,000",10,1,0,0,0,,
"wedding guest gifts",14,713,-31,1.03,0.7,1.41,634,">50,000",10,1,0,0,1,,
"creative gifts",7,713,26,1.04,0.82,1.31,342,">100,000",10,1,0,0,0,,
"parent gifts",7,713,20,0.98,0.76,1.27,420,">100,000",10,1,0,0,1,,
"for girls",7,713,5,1.15,0.87,1.47,347,">100,000",10,1,0,0,24,,
"spa kit for women",357,713,14,1.04,0.85,1.23,330,">2,000",10,1,0,0,6,,
"cruise essentials for women",102,713,68,0.74,0.62,0.96,372,">7,000",10,1,0,0,0,,
"snacks for office",79,713,-11,1.45,0.87,1.78,369,">9,000",10,1,0,0,0,,
"going away gift",71,713,-47,1.11,0.79,1.43,585,">10,000",10,1,0,0,11,,
"birthday gifts for older women",9,713,-17,1.24,0.86,1.49,458,">80,000",10,1,0,0,0,,
"gifts for fathers",7,713,16,1.5,1.05,1.82,305,">100,000",10,1,1,0,0,,
"gifts for bridesmaids",14,713,-37,1.08,0.71,1.18,636,">50,000",10,1,0,0,0,,
