"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"mother day gifts",4,376,6,1.41,0.94,1.76,329,">100,000",8,1,0,0,0,,
"25 gifts for women unique",0,374,"n/a",,,,48,0,8,1,0,0,0,,
"boo gifts for women",125,374,71,0.77,0.65,0.87,204,">3,000",8,1,0,0,2,,
"10.00 gifts for women",37,374,103,1.15,0.87,1.27,106,">10,000",8,1,0,0,0,,
"beauty holiday gift sets",75,374,244,,,,82,">5,000",8,1,0,0,0,,
"unique gifts for sisters",5,374,34,1.42,1.03,1.78,372,">80,000",8,1,0,0,0,,
"affordable gifts for women",5,374,100,0.96,0.75,1.1,143,">70,000",8,1,0,0,0,,
"apartment gifts",12,374,7,0.76,0.55,0.96,389,">30,000",8,1,0,0,4,,
"birthday gifts for women over 70",374,374,0,,,,334,">1,000",8,1,0,0,0,,
"affirmation gifts",37,374,28,0.87,0.76,1.23,280,">10,000",8,1,0,0,3,,
"best gifts under 10 dollars",6,374,2,1.04,0.74,1.18,329,">60,000",8,1,0,0,0,,
"unique womens gifts",4,374,47,1.01,0.79,1.26,292,">100,000",8,1,0,0,0,,
"mugs for women gift",0,373,"n/a",,,,48,0,8,1,0,0,0,,
"gifts for ladies 60th birthday",4,373,-21,,,,163,">90,000",8,0,1,0,0,,
"gifts for bougie women",373,373,22,1.22,0.93,1.48,233,">1,000",8,1,0,0,0,,
"cozy birthday gifts for women",12,373,14,,,,251,">30,000",8,1,0,0,0,,
"halloween gifts for college girls",9,373,153,0.78,0.56,1.06,179,">40,000",8,1,0,0,0,,
"happy birthday gift set for women",37,373,9,1.1,0.78,1.46,410,">10,000",8,1,0,0,0,,
"gift box for kids",4,373,6,0.63,0.41,0.97,423,">100,000",8,1,0,0,0,,
"gifts for female",2,373,54,0.94,0.73,1.18,340,">200,000",8,1,0,0,0,,
"gifts for teenager",12,373,137,0.99,0.74,1.35,210,">30,000",8,1,0,0,0,,
"cute girl gifts",4,373,30,1.1,0.84,1.4,344,">100,000",8,1,0,0,0,,
"box gifts for women",4,373,21,0.98,0.94,1.49,360,">100,000",8,1,0,0,0,,
"gifts for middle aged women",454,373,30,1.31,0.96,1.53,310,">822",8,1,0,0,0,,
"gifts for roommate",93,373,38,0.96,0.74,1.15,322,">4,000",8,1,0,0,2,,
"gift food",6,373,15,1.23,0.87,1.62,334,">60,000",8,1,0,0,0,,
"fun gift for women",12,373,9,1.28,0.97,1.58,306,">30,000",8,1,0,0,0,,
"fun gifts for friends",4,373,144,0.92,0.72,1.11,224,">100,000",8,1,0,0,0,,
"inspirational gifts for women religious",37,373,-5,1.07,0.77,1.12,312,">10,000",8,1,0,0,1,,
"couple gifts for her",9,373,12,1.29,1.04,1.68,271,">40,000",8,1,0,0,0,,
"funny girlfriend gifts",5,373,6,1.22,0.98,1.71,343,">70,000",8,1,0,0,0,,
"gifts for women under 5",62,373,14,0.73,0.62,1,290,">6,000",8,1,0,0,0,,
"gift for home decor",4,373,23,,,,118,">100,000",8,1,0,0,0,,
"cool birthday gifts for women",5,373,9,1.47,1.02,1.85,383,">70,000",8,1,0,0,0,,
"gifts set",2,373,51,1.2,0.89,1.41,354,">200,000",8,1,0,0,5,,
"pamper kit for women gift",411,371,7,1.11,0.93,1.54,329,">903",8,1,0,0,0,,
"new office gifts for women",12,371,17,0.96,0.69,1.05,322,">30,000",8,1,0,0,0,,
"mrs gift",37,371,-7,0.88,0.58,1.04,401,">10,000",8,1,0,0,0,,
"vintage christmas gifts",41,371,111,,,,96,">9,000",8,1,0,0,0,,
"pick me up gifts",93,371,-9,,,,375,">4,000",8,1,0,0,2,,
"woman's gifts",4,371,234,1.18,0.89,1.42,122,">100,000",8,1,0,0,0,,
"natural gifts for women",4,371,34,1.2,0.92,1.38,317,">100,000",8,1,0,0,0,,
"missing you gifts",19,371,12,0.79,0.63,0.98,418,">20,000",8,1,0,0,2,,
"birthday gifts for a special sister",0,369,"n/a",,,,24,0,8,0,1,0,0,,
"a gift for the boss",37,369,81,1.43,1.04,1.52,277,">10,000",8,1,0,0,0,,
"birthday gifts for gf",123,369,-1,,,,364,">3,000",8,1,0,0,0,,
"best friend gifts for women unique",4,369,16,1.26,0.94,1.62,341,">100,000",8,1,0,0,0,,
"apple e gift",37,369,3,0.79,0.57,0.92,343,">10,000",8,1,0,0,0,,
"woman of god gifts",12,369,81,,,,286,">30,000",8,1,0,0,0,,
"best gift under 20 dollars",4,369,50,,,,155,">100,000",8,1,0,0,0,,
"birthday gifts for women over 50",92,369,12,1.49,1.25,1.94,329,">4,000",8,1,0,0,0,,
"unique gifts for her",5,369,21,1.27,1,1.7,295,">80,000",8,1,0,0,0,,
"unique birthday gifts",4,369,8,1.21,0.96,1.66,355,">100,000",8,1,0,0,3,,
"birthday gift for mother",4,369,-13,,,,304,">100,000",8,1,0,0,0,,
"best housewarming gift",4,369,20,1.07,0.85,1.43,350,">100,000",8,1,0,0,0,,
"gf gifts for her",122,367,20,1.38,1.02,1.58,260,">3,000",8,1,0,0,0,,
"hand cream sets for women gift",367,367,79,1.45,1,1.76,314,">1,000",8,1,0,0,0,,
"halloween college gifts",73,367,116,,,,229,">5,000",8,1,0,0,0,,
"girlfriend gifts birthday",4,367,-6,1.16,0.9,1.54,266,">100,000",8,1,0,0,0,,
"gift for women unique",4,367,34,1.3,0.98,1.55,312,">100,000",8,1,0,0,0,,
"candy gifts for adults",73,367,-11,0.99,0.86,1.19,335,">5,000",8,1,0,0,0,,
"cheap christmas gifts for coworkers",37,367,228,,,,92,">10,000",8,1,0,0,0,,
"christian gifts women",9,367,619,0.95,0.69,1.15,275,">40,000",8,1,0,0,0,,
"classy gifts for women",6,367,43,0.99,0.73,1.19,370,">60,000",8,1,0,0,0,,
"exercise gifts for women",18,367,74,0.91,0.7,1.08,320,">20,000",8,1,0,0,0,,
"funny teen gifts",12,367,26,0.9,0.66,1.2,306,">30,000",8,1,0,0,0,,
"gifts for daddy",37,367,14,1.33,1.06,1.67,286,">10,000",8,0,1,0,2,,
"butterflies gifts",5,367,68,1.22,0.86,1.44,228,">80,000",8,1,0,0,0,,
"funny gifts for best friend",4,367,20,1.14,0.88,1.45,359,">100,000",8,1,0,0,1,,
"gift stuffers",4,367,84,,,,358,">100,000",8,1,0,0,0,,
"gift set for her",12,367,87,1.08,0.82,1.33,160,">30,000",8,1,0,0,0,,
"kitchen gifts for women unique",0,366,"n/a",,,,48,0,8,1,0,0,0,,
"np gifts for women",183,366,1,,,,71,">2,000",8,1,0,0,1,,
"gifts for a woman",4,366,0,1.3,0.89,1.53,330,">100,000",8,1,0,0,0,,
"pretty gifts for women",4,366,23,1.43,1.01,1.78,290,">100,000",8,1,0,0,0,,
"great christmas gifts",4,366,507,1.22,1.01,1.55,192,">100,000",8,1,0,0,0,,
"lavender gift",18,366,12,1.17,0.88,1.59,354,">20,000",8,1,0,0,5,,
"medieval gifts",37,366,49,0.81,0.6,0.91,305,">10,000",8,0,1,0,1,,
"postpartum gifts for women",122,366,276,1.23,0.99,1.67,103,">3,000",8,1,0,0,0,,
"ordination gifts","1,076",366,-9,0.98,0.69,1.12,283,340,8,1,0,0,1,,
"moving away gifts",37,366,4,1.2,0.89,1.59,370,">10,000",8,1,0,0,14,,
"pregnant gifts for women",61,366,9,1.21,0.89,1.48,336,">6,000",8,1,0,0,0,,
"16 teen gifts",0,364,"n/a",,,,84,0,8,0,1,0,0,,
"top gifts for plant lovers",0,364,"n/a",,,,60,0,8,1,0,0,0,,
"women’s gift",2,364,72,1.28,0.91,1.53,322,">200,000",8,1,0,0,0,,
"top 20 house warming gifts",364,364,-70,0.99,0.74,1.28,550,">1,000",8,1,0,0,0,,
"unique quirky gifts",91,364,17,1.18,0.88,1.48,309,">4,000",8,1,0,0,0,,
"self care gifts for teen girls",364,364,10,0.99,0.75,1.33,373,">1,000",8,1,1,0,0,,
"100 dollar gifts",18,364,398,0.94,0.69,1.3,92,">20,000",8,1,0,0,2,,
"self care gift box",73,364,31,0.9,0.67,1.16,327,">5,000",8,1,0,0,1,,
"small womens gifts",18,364,186,1.01,0.71,1.26,168,">20,000",8,1,0,0,0,,
"unique get well gifts",6,364,-8,1.28,0.95,1.6,312,">60,000",8,1,0,0,0,,
"moving gift",4,364,5,1.16,1.05,1.47,252,">100,000",8,1,0,0,0,,
"skincare gift",36,364,343,1.07,0.74,1.27,213,">10,000",8,1,0,0,2,,
"best theatre gifts",0,362,"n/a",,,,48,0,8,0,1,0,0,,
"best pickleball gifts for women",4,362,"n/a",,,,78,">90,000",8,0,1,0,0,,
"college care gifts",52,362,7,,,,221,">7,000",8,1,0,0,0,,
"birthday gifts for women elderly",91,362,-35,1.48,1.08,1.99,250,">4,000",8,1,0,0,0,,
"2024 gifts for women",9,362,53,,,,212,">40,000",8,1,0,0,0,,
"birthday gifts for mom unique",5,362,-1,1.28,1.03,1.56,315,">80,000",8,1,0,0,0,,
"christmas gag gifts funny",36,362,85,0.7,0.54,0.95,158,">10,000",8,1,0,0,0,,
"25 gifts for teens",36,362,"n/a",,,,48,">10,000",8,1,0,0,0,,
"bday gift",2,362,11,,,,274,">200,000",8,1,0,0,0,,
"birthday gift for friend female",4,362,12,1.31,1.06,1.82,398,">100,000",8,1,0,0,0,,
"cute fall gifts",12,362,-3,1.12,0.87,1.52,295,">30,000",8,1,0,0,0,,
"christmas gifts for everyone",45,362,62,1.06,0.78,1.19,141,">8,000",8,1,0,0,0,,
"anniversary gifts for friends",4,362,11,1.29,0.79,1.6,318,">100,000",8,1,0,0,0,,
"christmas gifts funny",18,362,596,1.06,0.79,1.32,83,">20,000",8,1,0,0,0,,
"feel good gifts for women",4,362,35,1.14,0.84,1.32,356,">100,000",8,1,0,0,0,,
"elderly gifts for women over 80",656,362,148,0.91,0.68,1.37,231,">552",8,1,0,0,0,,
"best friend gift box",4,362,96,0.86,0.74,1.01,337,">90,000",8,1,0,0,0,,
"best wedding gifts",4,362,4,1.3,1.05,1.62,320,">100,000",8,1,0,0,0,,
"halloween gift box for women",18,361,27,0.79,0.52,0.98,279,">20,000",8,1,0,0,0,,
"hits for women gifts",72,361,35,1.36,1.15,1.99,344,">5,000",8,1,0,0,0,,
"gifts for relaxation women",36,361,106,1.29,0.9,1.61,175,">10,000",8,1,0,0,0,,
"cool modern gifts",0,361,"n/a",,,,60,0,8,1,0,0,0,,
"halloween gift college student",18,361,70,,,,60,">20,000",8,1,0,0,0,,
"menopause gifts for women","1,062",361,-21,1.41,1.06,1.89,230,">340",8,1,0,0,0,,
"fun gifts under 25 dollars",4,361,58,1.04,0.78,1.25,227,">100,000",8,1,0,0,0,,
"hilarious best friend gifts",887,361,-20,1.07,0.8,1.22,262,407,8,1,0,0,0,,
"national honor society gifts","1,761",361,114,1.05,0.93,1.39,64,205,8,1,0,0,0,,
"gifts under 7 dollars",4,361,99,0.75,0.55,0.97,183,">100,000",8,1,0,0,0,,
"gifts for wedding",4,361,14,1.4,1.02,1.63,301,">100,000",8,1,0,0,0,,
"hostess gifts for baby shower",543,361,8,0.75,0.52,0.79,383,">665",8,1,0,0,0,,
"moms gifts for birthday",4,361,3,,,,329,">100,000",8,1,0,0,0,,
"gifts for tea lovers women",36,361,"n/a",,,,167,">10,000",8,1,0,0,2,,
"inspirational gifts for women friends",7,361,24,1.24,0.94,1.52,360,">50,000",8,1,0,0,0,,
"gift for teenager",12,361,32,1.13,0.86,1.36,212,">30,000",8,1,0,0,0,,
"gift for therapist",36,361,64,0.84,0.6,1.03,340,">10,000",8,1,0,0,1,,
"gift for college student",12,361,7,1,0.63,1.25,364,">30,000",8,1,0,0,0,,
"funny gift for women",4,361,51,1.11,0.83,1.43,335,">100,000",8,1,0,0,0,,
"tween gifts 12-14 girls",0,359,"n/a",,,,48,0,8,0,1,0,0,,
"new mom self-care gifts",180,359,35,,,,200,">2,000",8,0,1,0,0,,
"spirituals gifts for women",12,359,8,1.32,1.06,1.64,287,">30,000",8,1,0,0,0,,
"tea cup sets for women gift",72,359,77,0.75,0.59,1.01,80,">5,000",8,1,0,0,0,,
"personalized christmas gifts for women",36,359,97,1.09,0.8,1.29,104,">10,000",8,1,0,0,0,,
"potato gift",90,359,9,0.77,0.62,0.93,248,">4,000",8,1,0,0,1,,
"romantic gift",9,359,14,1.45,1.02,1.6,347,">40,000",8,1,0,0,2,,
"therapy gifts",12,359,392,0.97,0.7,1.22,263,">30,000",8,1,0,0,3,,
"partner gifts",7,359,270,0.99,0.78,1.33,205,">50,000",8,1,0,0,0,,
"personal gifts for women",4,359,3,1.13,0.85,1.49,356,">90,000",8,1,0,0,0,,
"1yr old girl christmas gifts",0,357,"n/a",,,,48,0,8,0,1,0,0,,
"best gift for female friend",4,357,-10,1.24,0.88,1.69,334,">100,000",8,1,0,0,0,,
"adult women gifts",4,357,146,1.07,0.81,1.27,302,">100,000",8,1,0,0,0,,
"up movie gifts",18,357,6,0.8,0.64,1.06,325,">20,000",8,1,0,0,0,,
"tumbler gift set",36,357,45,0.67,0.49,0.82,398,">10,000",8,1,0,0,1,,
"valentine's day gifts",2,357,0,0.91,0.73,1.3,304,">200,000",8,1,0,0,0,,
"adult gag gifts for women",36,357,12,0.72,0.5,0.94,0,">10,000",8,1,0,0,0,,
"birthday gag gifts",18,357,15,0.77,0.52,1.01,360,">20,000",8,1,0,0,1,,
"best gifts under 35",0,355,"n/a",,,,36,0,8,0,1,0,0,,
"college girl gift",18,355,105,1.15,0.93,1.43,267,">20,000",8,1,0,0,0,,
"home warming gift",9,355,-3,,,,274,">40,000",8,1,0,0,0,,
"gift carf",36,355,14,0.61,0.48,0.65,185,">10,000",8,1,0,0,0,,
"chrismas gift",7,355,109,1.11,0.83,1.44,81,">50,000",8,1,0,0,0,,
"funny gifts for wife",9,355,579,1.1,0.89,1.4,193,">40,000",8,1,0,0,0,,
"gifts for college kids",18,355,47,0.85,0.62,1.07,336,">20,000",8,1,0,0,0,,
"international shipping gifts",89,355,44,1.44,1.01,1.73,363,">4,000",8,1,0,0,0,,
"get well gift for kids",7,355,31,,,,178,">50,000",8,1,0,0,0,,
"happy birthday gifts for mom",9,355,10,,,,332,">40,000",8,1,0,0,1,,
"gifts for women funny",4,355,8,1.16,0.9,1.42,363,">100,000",8,1,0,0,0,,
"gift boxes for candles",36,355,205,,,,208,">10,000",8,0,1,0,0,,
"gift kits",4,355,263,0.95,0.74,1.14,223,">100,000",8,1,0,0,1,,
"gift crad",35,354,7,0.46,0.41,0.51,252,">10,000",8,1,0,0,0,,
"halloween gifts for family",9,354,378,,,,94,">40,000",8,1,0,0,1,,
"gift for depressed friend",400,354,160,,,,227,">884",8,1,0,0,0,,
"new mom pampering gifts",402,354,12,0.95,0.72,1.25,310,881,8,1,0,0,1,,
"guy best friend gifts",35,354,24,1.06,0.69,1.27,292,">10,000",8,1,0,0,0,,
"mother gifts from daughter",7,354,16,1.28,0.91,1.7,303,">50,000",8,1,0,0,0,,
"tea drinkers gifts for women",352,352,55,1.25,0.96,1.72,254,">1,000",8,1,0,0,0,,
"small christmas gifts for adults",35,352,87,1.06,0.77,1.29,182,">10,000",8,1,0,0,0,,
"relaxing gift",4,352,13,1.27,0.9,1.59,293,">100,000",8,1,0,0,0,,
"teen girl gift box",18,352,36,,,,178,">20,000",8,1,0,0,3,,
"unique wedding gift",4,352,5,1.32,1.12,1.52,229,">100,000",8,1,0,0,0,,
"snack gift set",59,352,167,1.39,1.04,1.78,221,">6,000",8,1,0,0,0,,
"women's accessory gifts",0,350,"n/a",,,,24,0,8,1,0,0,0,,
"best gifts for flight attendants",538,350,13,,,,137,650,8,0,1,0,0,,
"candy gift boxes",12,350,151,1.29,0.89,1.58,226,">30,000",8,1,0,0,1,,
"boss birthday gift",18,350,-9,0.92,0.69,1.33,298,">20,000",8,1,0,0,1,,
"best gift for women",2,350,38,1.41,1.05,1.64,316,">200,000",8,1,0,0,0,,
"aveeno gift set for women","2,555",350,18,1.12,0.85,1.48,185,137,8,1,0,0,0,,
"whimsical gifts",12,350,41,0.97,0.75,1.17,279,">30,000",8,1,0,0,0,,
"funny gag white elephant gifts",0,349,"n/a",,,,60,0,8,0,1,0,0,,
"god mom gifts for women",0,349,"n/a",,,,0,0,8,1,0,0,0,,
"cool bigfoot gifts",0,349,"n/a",,,,48,0,8,0,1,0,0,,
"christmas unique gifts for women",0,349,"n/a",,,,48,0,8,1,0,0,0,,
"gifts for women 20s",116,349,7,,,,216,">3,000",8,1,0,0,0,,
"elderly birthday gifts for women",116,349,0,,,,273,">3,000",8,1,0,0,0,,
"college girl gifts trendy stuff",349,349,32,0.92,0.73,1.11,180,">1,000",8,1,0,0,0,,
"gifts for under 40 dollars",2,349,174,1.17,0.98,1.36,134,">200,000",8,1,0,0,0,,
"gifts for women under $20",2,349,163,1.1,0.89,1.28,83,">200,000",8,1,0,0,0,,
"christmas gifts for 15 year old girls",50,349,367,,,,208,">7,000",8,1,0,0,0,,
"college halloween gifts",116,349,342,,,,213,">3,000",8,1,0,0,0,,
"goth christmas gifts",39,349,22,,,,191,">9,000",8,1,0,0,0,,
"checkered gifts",17,349,82,,,,127,">20,000",8,1,0,0,0,,
"funny gifts for family",3,349,26,0.79,0.62,1.02,261,">100,000",8,1,0,0,0,,
"gifts for younger brother",7,349,-1,1.13,0.87,1.39,223,">50,000",8,1,0,0,0,,
"gifts for the office",3,349,14,0.78,0.54,0.96,365,">100,000",8,1,0,0,0,,
"fun couples gifts",17,349,-6,0.86,0.66,1.07,262,">20,000",8,1,0,0,1,,
"gifts under 40",35,349,-25,0.94,0.86,1.22,157,">10,000",8,1,0,0,0,,
"gifts for college",3,349,-15,1.11,0.87,1.41,210,">100,000",8,1,0,0,2,,
"gifts for spiritual women",35,349,218,1.16,0.88,1.44,215,">10,000",8,1,0,0,0,,
"christmas women gifts",2,349,-2,1.23,0.89,1.5,284,">200,000",8,1,0,0,0,,
"fun teen gifts",17,349,18,0.98,0.78,1.3,101,">20,000",8,1,0,0,0,,
"college student gifts for guys",175,349,166,1.12,0.85,1.23,208,">2,000",8,1,0,0,0,,
"housewarming gifts for kids",12,349,55,,,,236,">30,000",8,1,0,0,0,,
"funny weed gifts",116,349,22,0.7,0.52,0.97,314,">3,000",8,1,0,0,0,,
"gifts for moms for christmas",3,349,17,1.14,0.87,1.49,298,">100,000",8,1,0,0,0,,
"gifts box for women",4,349,93,,,,164,">80,000",8,1,0,0,0,,
"gift box women",3,349,196,0.99,0.85,1.43,255,">100,000",8,1,0,0,0,,
"health gifts for women",6,349,58,1.33,1.01,1.74,384,">60,000",8,1,0,0,0,,
"gifts for adult sons",3,349,13,1.12,0.9,1.35,121,">100,000",8,1,0,0,0,,
"good birthday gifts",3,349,5,,,,314,">100,000",8,1,0,0,0,,
"make up gift sets for teen girls",0,347,"n/a",,,,60,0,8,0,1,0,0,,
"lego heart ornament building toy kit, heart shaped arrangement of artificial flowers, great gift for","1,248",347,29,0.62,0.42,0.81,317,278,8,1,0,0,0,,
"hysterectomy gifts funny",378,347,247,1.01,0.74,1.27,221,">917",8,0,1,0,0,,
"inexpensive christmas gifts for women",43,347,943,1.08,0.86,1.36,92,">8,000",8,1,0,0,0,,
"moving gifts",4,347,28,1.23,0.93,1.46,287,">80,000",8,1,0,0,1,,
"im proud of you gifts",87,347,-5,1.01,0.73,1.15,313,">4,000",8,1,0,0,1,,
"pe teacher gifts",347,347,25,0.83,0.55,0.95,230,">1,000",8,1,0,0,3,,
"snowy the mouse gift set",0,345,"n/a",,,,6,0,8,0,1,0,0,,
"unique funny gifts",3,345,19,0.81,0.6,1.06,351,">100,000",8,1,0,0,0,,
"small gift set",2,345,11,1.36,0.79,1.54,361,">200,000",8,1,1,0,0,,
"religious gift",4,345,11,1.04,0.88,1.32,374,">90,000",8,1,0,0,2,,
"universal studios gifts",173,345,0,0.74,0.55,0.97,200,">2,000",8,1,0,0,0,,
"trinket gifts for women",38,345,156,,,,127,">9,000",8,1,0,0,0,,
"top rated gifts for women",4,345,148,1.36,0.99,1.59,204,">80,000",8,1,0,0,0,,
"thoughtful birthday gifts for women",35,345,18,,,,270,">10,000",8,1,0,0,0,,
"shower gift set",49,345,20,1.12,0.86,1.52,317,">7,000",8,1,0,0,1,,
"best gift for friends",3,343,15,,,,336,">100,000",8,1,0,0,0,,
"15 year old girl christmas gifts",343,343,86,1.18,0.85,1.35,80,">1,000",8,1,0,0,0,,
"birthday gifts for young women 20- 25",343,343,-14,,,,270,">1,000",8,1,0,0,0,,
"christmas stockings gifts",6,343,17,,,,350,">60,000",8,1,0,0,0,,
"therapist gift",34,343,19,0.73,0.6,1.02,393,">10,000",8,1,0,0,1,,
"20 christmas gifts",38,343,27,1.21,0.91,1.44,307,">9,000",8,1,0,0,0,,
"young adult male gifts",86,343,104,,,,93,">4,000",8,1,0,0,0,,
"unique home gifts",3,343,3,0.99,0.78,1.21,277,">100,000",8,1,0,0,0,,
"christmas gifts small",2,343,38,,,,405,">200,000",8,1,0,0,0,,
"christmas gifts stocking stuffers",9,343,203,,,,135,">40,000",8,1,0,0,2,,
"cheap gifts for mom",49,343,41,1.23,1.06,1.57,298,">7,000",8,1,0,0,0,,
"stress gifts",4,343,76,0.9,0.65,1.23,191,">80,000",8,1,0,0,0,,
"birthdays gifts for women",3,343,11,1.93,1.39,2.7,415,">100,000",8,1,0,0,0,,
"dark romance book lovers gifts",0,342,"n/a",,,,36,0,8,0,1,0,0,,
"de stress gifts for women",11,342,55,1.3,0.9,1.81,60,">30,000",8,1,0,0,0,,
"gifts to cheer someone up women",342,342,-3,0.91,0.69,1.1,283,">1,000",8,1,0,0,0,,
"gift crd",731,342,19,0.7,0.61,0.78,224,468,8,1,0,0,0,,
"gift carda",3,342,24,0.59,0.53,0.66,227,">100,000",8,1,0,0,0,,
"cool christmas gifts for women",3,342,33,1.36,1,1.7,146,">100,000",8,1,0,0,0,,
"gender neutral christmas gifts",342,342,90,0.91,0.77,1.11,189,">1,000",8,1,0,0,0,,
"gift stuffers for women",7,342,84,1.18,0.87,1.37,180,">50,000",8,1,0,0,0,,
"guy friend birthday gifts",43,342,119,0.72,0.56,0.86,184,">8,000",8,1,0,0,0,,
"gift boxes for teen girls",17,342,58,,,,116,">20,000",8,1,0,0,0,,
"gift baskey",5,342,44,1.12,0.79,1.66,242,">70,000",8,1,0,0,0,,
"christmas gift under 10 dollars",3,342,10,0.96,0.73,1.1,391,">100,000",8,1,0,0,0,,
"funny hr gifts","1,100",342,21,0.63,0.49,0.81,219,311,8,1,0,0,3,,
"gifts for sisters birthday",3,342,42,1.54,1.14,2.07,309,">100,000",8,1,0,0,0,,
"healthy gifts for women",11,342,-5,1.26,1.04,1.83,314,">30,000",8,1,0,0,0,,
"funny gifts for girls",4,342,119,1,0.75,1.22,213,">80,000",8,1,0,0,0,,
"best housewarming gifts for new home",11,342,26,,,,361,">30,000",8,1,0,0,0,,
"pink christmas gifts for women",2,340,-5,1,0.75,1.31,207,">200,000",8,1,0,0,0,,
"gift sets for women under 20",85,340,51,0.81,0.65,1.05,389,">4,000",8,1,0,0,0,,
"grateful gifts",43,340,67,,,,215,">8,000",8,1,0,0,2,,
"great gifts for mom",3,340,82,1.54,1.22,1.95,199,">100,000",8,1,0,0,0,,
"rad tech week gifts 2024",0,338,"n/a",,,,0,0,8,0,1,0,0,,
"top 10 birthday gifts for friend",68,338,-10,,,,138,">5,000",8,1,0,0,0,,
"personalised gift for women",68,338,-19,,,,220,">5,000",8,0,1,0,0,,
"spanish gifts for women",85,338,178,1.09,0.73,1.3,346,">4,000",8,1,0,0,0,,
"small cheap gifts",3,338,121,0.95,0.79,1.22,221,">100,000",8,1,0,0,0,,
"unique gifts for sister",4,338,32,1.45,1.07,1.69,287,">80,000",8,1,0,0,1,,
"relax gifts",3,338,3,1.36,1.06,1.6,239,">100,000",8,1,0,0,0,,
"tea cup gift",749,338,19,0.93,0.7,1.22,327,451,8,1,0,0,0,,
"$20 gifts for women",34,337,76,1.17,0.96,1.48,165,">10,000",8,1,0,0,0,,
"10 dollar white elephant gifts",34,337,89,0.75,0.58,0.83,102,">10,000",8,1,0,0,0,,
"unique handmade gifts",3,337,"n/a",,,,36,">100,000",8,1,0,0,0,,
"womens relaxation gifts",34,337,167,1.09,0.84,1.52,243,">10,000",8,1,0,0,0,,
"26th birthday gifts for women",397,337,13,,,,246,">848",8,1,0,0,8,,
"women's gifts under 20 dollars",2,337,-1,1.28,0.93,1.36,199,">200,000",8,1,0,0,0,,
"wedding shower gift",3,337,-12,1.33,0.93,1.61,298,">100,000",8,1,0,0,0,,
"coquette gift bag",0,335,"n/a",,,,24,0,8,0,1,0,0,,
"christmas gifts for couples unique 2024",0,335,"n/a",,,,36,0,8,0,1,0,0,,
"cool gifts for adult",48,335,-31,0.97,0.89,1.35,293,">7,000",8,1,0,0,0,,
"college student birthday gifts",34,335,1,,,,376,">10,000",8,1,0,0,0,,
"best gifts for teenagers",17,335,269,0.96,0.77,1.42,147,">20,000",8,1,0,0,0,,
"gifts for teen boyfriend",17,335,417,0.92,0.69,1.15,135,">20,000",8,1,0,0,0,,
"cute teen gifts",5,335,184,,,,154,">70,000",8,1,0,0,0,,
"gifts for butterfly lovers",34,335,12,1.23,0.98,1.7,351,">10,000",8,1,0,0,5,,
"gifts for tired moms",112,335,314,1.46,0.98,1.78,176,">3,000",8,1,0,0,0,,
"cash gift",34,335,92,0.76,0.56,0.91,315,">10,000",8,1,0,0,26,,
"burt bees gift set","1,063",335,31,0.9,0.65,1.14,228,315,8,1,0,0,0,,
"bosses day gifts",17,335,224,0.97,0.74,1.21,527,">20,000",8,1,0,0,1,,
"gift snack box",48,335,-4,0.91,0.62,1.26,367,">7,000",8,1,0,0,1,,
"funny engagement gifts",34,335,19,,,,292,">10,000",8,1,0,0,2,,
"coffee cup gift set",34,335,274,0.8,0.61,0.98,139,">10,000",8,1,0,0,0,,
"gift for birthday",2,335,-2,,,,315,">200,000",8,1,0,0,1,,
"ghostface gifts for women",0,333,"n/a",,,,36,0,8,0,1,0,0,,
"gifts for people who like dnd",0,333,"n/a",,,,24,0,8,0,1,0,0,,
"gift candy for women","1,947",333,271,,,,163,171,8,1,0,0,0,,
"mom postpartum gift",167,333,6,,,,276,">2,000",8,1,0,0,0,,
"engagement gifts for best friends",56,333,27,1.61,1.21,1.87,213,">6,000",8,1,0,0,0,,
"lady gifts for women",2,333,34,1.26,0.9,1.67,391,">200,000",8,1,0,0,0,,
"home christmas gifts",3,333,167,0.94,0.74,1.25,218,">100,000",8,1,0,0,0,,
"gold gifts for women",3,333,33,,,,394,">100,000",8,1,0,0,0,,
"funny useful gifts",42,333,2,0.79,0.64,0.96,247,">8,000",8,1,0,0,0,,
"funny small gifts",3,333,48,0.93,0.62,1.06,260,">100,000",8,1,0,0,0,,
"mothers birthday gifts from daughter",7,333,-21,1.33,1.01,1.83,319,">50,000",8,1,0,0,0,,
"garden gifts for women",8,333,78,1.24,0.88,1.45,277,">40,000",8,1,0,0,0,,
"luxury gift",4,333,-5,,,,256,">90,000",8,1,0,0,0,,
"perfect gifts for dog owners",17,331,68,,,,167,">20,000",8,0,1,0,0,,
"shower steamers gift set",658,331,5,1.74,1.33,1.86,235,503,8,1,0,0,1,,
"small friend gifts",3,331,27,1,0.76,1.28,327,">100,000",8,1,0,0,0,,
"picture gifts for him",11,331,11,0.94,0.77,1.13,307,">30,000",8,1,0,0,0,,
"patio gifts",4,331,37,1.04,0.74,1.27,270,">90,000",8,1,0,0,2,,
