"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"inspirational potato",687,369,390,,,,117,">537",8,1,0,0,13,,
"plus size fuzzy socks for women 10-13",369,369,236,,,,75,">1,000",8,1,0,0,0,,
"flores preservadas naturales",441,369,-6,1.25,0.95,1.31,335,837,8,1,0,0,0,,
"latumab eye massager","3,548",369,-1,1.68,1.61,1.75,114,104,8,1,0,0,0,,
"diy whiskey making kit","3,653",369,66,1.08,0.85,1.36,81,101,8,1,0,0,2,,
"in store code",123,369,1,0.72,0.53,0.92,244,">3,000",8,1,0,0,0,,
"egiftcards",4,369,2,0.88,0.64,1.07,222,">100,000",8,1,0,0,0,,
"duck baby items",369,369,5,0.73,0.54,0.98,259,">1,000",8,1,0,0,0,,
"hot dip warmer","2,510",369,90,,,,100,147,8,1,0,0,0,,
"live plant indoor",18,369,-11,0.83,0.69,0.97,340,">20,000",8,0,0,1,1,,
"lego love",74,369,-11,0.7,0.59,0.91,366,">5,000",8,1,0,0,1,,
"indoor herb",37,369,-19,0.94,0.66,1.29,337,">10,000",8,0,0,1,20,,
"large fuzzy socks",185,369,26,,,,303,">2,000",8,1,0,0,0,,
"girls hair stuff",41,369,16,,,,292,">9,000",8,1,0,0,0,,
"light up animal",369,369,8,,,,328,">1,000",8,1,0,0,1,,
"insulated water cup with straw",37,369,11,0.73,0.53,0.9,358,">10,000",8,1,0,0,0,,
"kids hair dye temporary","1,146",369,-4,0.88,0.66,1.13,290,322,8,1,0,0,0,,
"popcorn seasoning set","1,264",369,30,0.64,0.41,0.71,230,292,8,1,0,0,2,,
"popcorn seasoning kit","1,005",369,35,0.78,0.57,0.99,166,367,8,1,0,0,1,,
"face messager",123,369,12,,,,330,">3,000",8,1,0,0,0,,
"stanley cup peony 30 oz","3,430",367,-5,,,,211,107,8,1,0,0,0,,
"teacher must haves personal",367,367,25,0.57,0.51,0.68,380,">1,000",8,1,0,0,0,,
"skincare headband funny",681,367,92,,,,116,">539",8,1,0,0,0,,
"stanley cup flip top",817,367,-24,0.7,0.49,0.84,184,449,8,1,0,0,0,,
"oversized blanket hoodies",369,367,151,0.98,0.78,1.01,82,">995",8,1,0,0,0,,
"stanley sipper","1,112",367,-6,,,,290,330,8,1,0,0,0,,
"therabody eye mask",893,367,129,1.72,1.21,2.27,147,411,8,1,0,0,0,,
"stanley fog","3,670",367,-14,0.57,0.47,0.67,142,100,8,1,0,0,0,,
"smokers for drinks",821,367,23,1.96,1.34,2.39,391,">447",8,1,0,0,0,,
"shower steamera",598,367,48,1.49,0.97,1.75,212,">614",8,1,0,1,0,,
"smoked bourbon kit","1,061",367,9,2.14,1.57,2.41,204,346,8,1,0,0,1,,
"toys for girls 5-7 years old",92,367,128,1.26,0.95,1.5,166,">4,000",8,1,0,0,0,,
"outside ornaments for yard",52,367,1,1.05,0.77,1.3,352,">7,000",8,1,0,0,0,,
"tiny potatoes","2,399",367,13,1.63,1.2,1.98,226,153,8,1,0,0,0,,
"silver stanley cup","1,380",367,34,,,,223,266,8,1,0,0,0,,
"women gufts",4,367,132,1.3,0.98,1.64,162,">100,000",8,1,0,0,0,,
"tabletop firepit indoor",367,367,50,1.16,0.8,1.43,268,">1,000",8,1,0,0,0,,
"small balcony decor",12,367,-3,0.88,0.61,1.06,364,">30,000",8,1,0,1,0,,
"unique books",4,367,41,,,,312,">100,000",8,1,0,0,0,,
"teen spa set",184,367,106,,,,57,">2,000",8,1,0,0,0,,
"wearble blanket",367,367,153,1.02,0.74,1.23,89,">1,000",8,1,0,0,0,,
"presents for 6 year old girls",122,367,80,1.43,1.09,1.8,182,">3,000",8,1,0,0,0,,
"oversized snuggie",850,367,24,,,,279,">432",8,1,0,0,0,,
"weed battery pen","5,319",367,-1,0.76,0.52,1.01,52,69,8,1,0,0,0,,
"snack mystery box","1,014",367,-15,0.91,0.74,1.27,321,362,8,1,0,0,0,,
"set of 4 mugs",122,367,74,,,,166,">3,000",8,1,0,0,0,,
"variety snack",12,367,-6,1,0.58,1.35,356,">30,000",8,1,0,0,0,,
"onyx lamp","1,817",367,-8,0.8,0.57,1.04,391,202,8,1,0,0,1,,
"soup heater",37,367,50,,,,175,">10,000",8,1,0,1,0,,
"scrapbook for boyfriend",695,367,-2,0.68,0.47,0.87,269,">528",8,1,0,0,0,,
"womens cozy",5,367,54,1.01,0.8,1.33,314,">80,000",8,1,0,0,0,,
"scrapbook travel",41,367,29,,,,284,">9,000",8,1,0,0,0,,
"womens socks thick",5,367,27,1.2,0.92,1.49,307,">80,000",8,1,0,0,0,,
"traveling stuff",12,367,-5,0.64,0.52,0.7,332,">30,000",8,1,0,0,0,,
"office desk plant",46,367,-17,0.66,0.56,0.83,369,">8,000",8,1,0,0,0,,
"outdoor sculpture",18,367,-11,0.85,0.66,0.96,322,">20,000",8,1,0,0,2,,
"solar lights decorative",37,367,-2,1.04,0.7,1.3,374,">10,000",8,0,0,1,1,,
"big toys for girls 8-10","1,148",365,261,,,,123,318,8,1,0,0,0,,
"coffee mugs aesthetic",91,365,-1,,,,278,">4,000",8,1,0,0,0,,
"things for 5 year old girls",183,365,8,,,,295,">2,000",8,1,0,0,0,,
"birthday gofts",2,365,-19,,,,276,">200,000",8,1,0,0,0,,
"best shower steamers",592,365,7,1.92,1.47,2.27,253,">617",8,1,0,1,0,,
"tumblr with straw",18,365,-22,0.71,0.52,0.87,410,">20,000",8,1,0,0,0,,
"chrismas presents",4,365,"n/a",,,,36,">100,000",8,1,0,0,0,,
"8 year old girl christmas",18,365,"n/a",,,,72,">20,000",8,1,0,0,0,,
"cute things for christmas","3,318",365,104,,,,59,110,8,1,0,0,0,,
"womenssocks",5,365,80,,,,119,">80,000",8,1,0,0,0,,
"barnes and noble nook app for kindle","91,250",365,-11,0.72,0.55,0.9,0,4,8,1,0,0,0,,
"window sill herb garden",418,365,11,0.78,0.56,0.95,355,">873",8,1,0,0,0,,
"book of facts",4,365,344,0.8,0.64,0.98,196,">90,000",8,1,0,0,2,,
"accesorios para viaje",122,365,-11,0.85,0.66,1.04,333,">3,000",8,1,0,0,0,,
"cuddle dud socks","3,544",365,42,0.73,0.59,0.99,299,103,8,1,0,0,0,,
"yellow things",9,365,3,0.91,0.73,1.21,363,">40,000",8,1,0,0,0,,
"blanket hoody",365,365,5,1.46,1.21,1.72,213,">1,000",8,1,0,0,0,,
"bert's bees",365,365,171,0.99,0.67,1.55,132,">1,000",8,1,0,0,0,,
"traveling kit","1,221",365,-12,0.75,0.56,0.98,335,299,8,1,0,0,0,,
"bath kit for women",365,365,27,1.08,0.9,1.38,193,">1,000",8,1,0,0,0,,
"wash out hair color for kids","1,367",365,21,0.74,0.64,1.01,256,267,8,1,0,0,0,,
"bag travel luggage",9,365,-15,0.8,0.57,0.95,488,">40,000",8,1,0,0,0,,
"dad present",12,365,46,1.65,1.32,2.07,311,">30,000",8,1,0,0,0,,
"custom lego couple",0,364,"n/a",,,,17,0,8,1,0,0,0,,
"food boards charcuterie",662,364,46,,,,279,550,8,1,0,0,0,,
"camera for 5 year old",749,364,152,,,,90,486,8,1,0,0,0,,
"eye massager with cooling","1,583",364,15,1.9,1.12,2.13,178,230,8,1,0,0,0,,
"daycare classroom must haves",364,364,-11,0.89,0.62,1.14,414,">1,000",8,1,0,0,0,,
"college snacks care package for guys","1,025",364,-20,0.9,0.58,1.2,324,355,8,1,0,0,0,,
"gezzeny","5,600",364,-41,0.6,0.54,0.71,173,65,8,1,0,0,1,,
"goft set",2,364,-26,1.31,0.91,1.57,268,">200,000",8,1,0,0,0,,
"goft for women",2,364,310,,,,93,">200,000",8,1,0,0,0,,
"gofts for sister",4,364,77,1.21,0.95,1.52,220,">100,000",8,1,0,0,0,,
"fuzzy socks fall",495,364,-32,0.86,0.66,1.13,400,">735",8,1,0,0,0,,
"herb kitchen garden kit",448,364,4,0.7,0.49,0.91,222,">813",8,1,0,1,0,,
"christmas spa set",5,364,19,1.02,0.77,1.35,372,">80,000",8,1,0,0,0,,
"fuzzy sleep socks for women",364,364,21,,,,227,">1,000",8,1,0,0,0,,
"cozy for women",4,364,240,,,,102,">100,000",8,1,0,0,0,,
"herb grow kit","1,003",364,-5,0.91,0.64,1.03,248,363,8,1,0,1,2,,
"fancy kitchen accessories",52,364,107,0.61,0.49,0.77,176,">7,000",8,1,0,0,0,,
"funny headbands for women",73,364,19,0.54,0.43,0.66,295,">5,000",8,1,0,0,0,,
"fuzzy socks winter",182,364,128,,,,80,">2,000",8,1,0,0,3,,
"cruise packing list",825,364,-10,,,,308,441,8,1,0,0,1,,
"fun facts book",9,364,99,0.66,0.53,0.79,146,">40,000",8,1,0,0,3,,
"cute mug with lid",61,364,-22,,,,235,">6,000",8,1,0,0,2,,
"nyc travel essentials",0,362,"n/a",,,,48,0,8,1,0,0,0,,
"mini lego flowers",429,362,22,0.89,0.67,1.05,247,">844",8,1,0,0,0,,
"plant indoor decor",18,362,-21,0.74,0.59,0.99,392,">20,000",8,1,0,0,0,,
"horizon outlet store",362,362,4,,,,126,">1,000",8,1,0,0,0,,
"plant gadgets",554,362,167,0.89,0.75,1.19,135,">654",8,1,0,0,0,,
"indoor plant starter kit",362,362,178,0.75,0.62,0.83,90,">1,000",8,1,0,0,1,,
"sweater blankets","2,207",362,-12,,,,293,164,8,1,0,0,0,,
"presents for christmas",12,362,124,,,,119,">30,000",8,1,0,0,0,,
"rechargeable thermos","1,235",362,413,,,,34,">293",8,1,0,0,0,,
"portable fire place",745,362,17,0.91,0.65,1.06,345,486,8,1,0,0,1,,
"movie night popcorn boxes",591,362,-13,0.67,0.49,0.9,443,">613",8,1,0,0,3,,
"outside decorations for yard",9,362,-31,1.31,0.7,1.55,331,">40,000",8,1,0,0,1,,
"organizing bags for travel",5,362,-14,0.73,0.5,0.87,295,">70,000",8,1,0,0,0,,
"snack package",36,362,-11,0.87,0.65,1.2,299,">10,000",8,1,0,0,0,,
"outdoor figurine lights",121,362,12,0.84,0.79,1.1,395,">3,000",8,1,0,1,4,,
"no flame lighter",121,362,84,,,,178,">3,000",8,1,0,0,0,,
"stanley screw top","3,077",360,19,,,,119,117,8,1,0,0,0,,
"thermo stanley 1 litro","4,737",360,-22,,,,197,76,8,1,0,0,0,,
"regalos para aniversario de pareja",360,360,2,,,,358,">1,000",8,1,0,0,0,,
"tumbler flip straw",120,360,-23,0.71,0.54,0.82,395,">3,000",8,1,0,0,2,,
"tabletop fire pit smores",440,360,35,1.07,0.66,1.2,273,">818",8,1,0,0,0,,
"women's stuff",4,360,21,,,,175,">100,000",8,1,0,0,0,,
"stanley flip cup","1,390",360,26,0.77,0.56,0.95,257,259,8,1,0,0,0,,
"stanley flip and go","1,905",360,17,0.63,0.47,0.73,196,189,8,1,0,0,0,,
"vasos de vidrio con tapa y cuchara","1,572",360,59,0.71,0.58,0.79,267,229,8,1,0,0,0,,
"whisky smoker kit with torch","1,364",360,69,,,,250,264,8,1,0,0,0,,
"tween purses for girls ages 11-14","1,558",360,-7,,,,246,231,8,1,0,0,0,,
"toys for girls 6-12",45,360,-8,,,,321,">8,000",8,1,0,0,0,,
"toys for 10 year olds girls",90,360,33,,,,165,">4,000",8,1,0,0,0,,
"toys for a 10 year old girl",120,360,90,0.99,0.76,1.63,259,">3,000",8,1,0,0,0,,
"regalos de aniversario de bodas",4,360,160,,,,111,">100,000",8,1,0,0,0,,
"yard decoration",5,360,6,0.81,0.55,1.12,397,">70,000",8,1,0,0,4,,
"socks for women thick",7,360,183,1.11,0.88,1.4,200,">50,000",8,1,0,0,0,,
"the book of extraordinary facts",180,360,59,1.33,0.88,1.42,84,">2,000",8,1,0,0,1,,
"unique drinkware",36,360,-3,0.72,0.54,0.9,317,">10,000",8,1,0,0,0,,
"regalos de cumpleaños para niñas",60,360,-16,1.21,1,1.43,443,">6,000",8,1,0,0,0,,
"ramos de flores naturales",90,360,-13,1.17,1,1.46,325,">4,000",8,1,0,0,0,,
"womans winter socks",36,360,843,,,,132,">10,000",8,1,0,0,0,,
"womans fuzzy socks",120,360,564,0.93,0.74,1.08,279,">3,000",8,1,0,0,0,,
"wrap blanket",36,360,177,0.95,0.74,1.09,291,">10,000",8,1,0,0,9,,
"shower steamer aromatherapy",607,360,18,1.99,1.34,2.63,252,">593",8,1,0,0,1,,
"tazas de te",12,360,0,0.56,0.43,0.71,387,">30,000",8,1,0,0,0,,
"unique stuff",4,360,-7,,,,352,">90,000",8,1,0,0,0,,
"same day delivery flowers",594,360,-20,1.02,0.84,1.41,349,606,8,1,0,0,0,,
"things for your girlfriend",36,360,-22,1.03,0.75,1.3,396,">10,000",8,1,0,0,0,,
"solar decorations",36,360,-7,1.14,0.96,1.44,388,">10,000",8,1,0,0,0,,
"bouquet of rose lego",0,358,"n/a",,,,23,0,8,1,0,0,0,,
"burt's bees skin care products",473,358,-32,1.61,1.18,2.15,203,">757",8,1,0,0,0,,
"crochet positive things","1,234",358,-11,,,,225,290,8,1,0,0,0,,
"5 items dollar",18,358,23,,,,233,">20,000",8,1,0,0,0,,
"crochet pickle with positive note","1,721",358,-1,,,,287,208,8,1,0,0,0,,
"adult blanket hoodie for women",12,358,"1,933",,,,83,">30,000",8,1,0,0,0,,
"camera for 6 year old",699,358,"n/a",,,,96,512,8,1,0,0,0,,
"big blanket co hoodie with eye mask","1,356",358,30,,,,266,264,8,1,0,0,0,,
"birthday present for 11 year old girl",358,358,17,,,,222,">1,000",8,1,0,0,0,,
"apple credit","59,667",358,-20,1.64,1.17,2.2,34,6,8,1,0,0,0,,
"8 year old girl toy",51,358,23,,,,176,">7,000",8,1,0,0,0,,
"cozy socks unisex",358,358,110,0.76,0.64,1.02,68,">1,000",8,1,0,0,1,,
"board charcuterie",60,358,222,1.11,0.81,1.38,264,">6,000",8,1,0,0,2,,
"body sets for women",7,358,18,1.06,0.73,1.35,315,">50,000",8,1,0,0,0,,
"bolso para viaje",377,358,3,0.64,0.5,0.77,389,">950",8,1,0,0,0,,
"cool baby gadgets",366,358,-11,1.02,0.85,1.45,328,">978",8,1,0,0,0,,
"blankets funny",90,358,105,,,,81,">4,000",8,1,0,0,1,,
"crazy hair",179,358,54,0.7,0.55,0.87,372,">2,000",8,1,0,0,19,,
"accesorios de mujer",4,358,-24,,,,209,">100,000",8,1,0,0,0,,
"bay window decor",90,358,-13,0.95,0.67,1.18,394,">4,000",8,1,0,0,0,,
"awesome stuff",36,358,5,,,,316,">10,000",8,1,0,0,2,,
"coffee set up",12,358,-6,0.77,0.51,1.02,370,">30,000",8,1,0,0,0,,
"crock pot food warmer",708,358,17,0.57,0.47,0.7,277,506,8,0,0,1,0,,
"cool presents",5,358,23,1.04,0.77,1.3,208,">70,000",8,1,0,0,2,,
"birthday wife",4,358,-23,0.74,0.52,0.88,303,">100,000",8,1,0,0,1,,
"cozy items for women",18,358,-4,,,,291,">20,000",8,1,0,0,0,,
"aromatherapy shower",90,358,14,1.96,1.34,2.53,221,">4,000",8,1,0,1,2,,
"lego minecraft the cherry blossom garden",0,357,"n/a",,,,19,0,8,1,0,0,0,,
"lego 31149","2,587",357,19,0.59,0.55,1.01,85,138,8,1,0,0,4,,
"less than 3 dollar items",932,357,5,0.6,0.48,0.92,364,">383",8,0,0,1,0,,
"juguetes para niña de 10 años",474,357,137,,,,58,">753",8,1,0,0,0,,
"face wash headband cute",357,357,-9,0.85,0.56,1.12,258,">1,000",8,1,0,0,1,,
"encendedor recargable",89,357,-16,0.91,0.7,1.16,320,">4,000",8,1,0,0,0,,
"fuzzy socks for women pack",18,357,21,0.98,0.73,1.32,285,">20,000",8,1,0,0,0,,
"brown packing cubes","1,803",357,-14,,,,315,">198",8,1,0,0,0,,
"fuzzy compression socks",357,357,9,,,,320,">1,000",8,1,0,0,0,,
"glass pudding cups with lids",470,357,-6,0.68,0.56,0.91,308,">759",8,1,0,0,0,,
"garden art outdoor",36,357,-41,0.73,0.59,0.81,379,">10,000",8,1,0,0,0,,
"firepit indoor",357,357,5,0.89,0.67,1.15,331,">1,000",8,1,0,0,1,,
"guft sets",2,357,123,1.11,0.88,1.41,48,">200,000",8,1,0,0,0,,
"herb garden starter kit",518,357,-2,0.74,0.49,0.95,301,">689",8,1,0,1,11,,
"indoor tabletop fireplace",489,357,87,1.12,0.86,1.8,221,">730",8,1,0,0,0,,
"love in fine print by shawna renae","177,500",355,26,0.97,0.81,2.14,16,2,8,1,0,0,0,,
"roses legos",538,355,-4,0.74,0.59,0.89,299,660,8,1,0,0,0,,
"quick flip go stanley","3,413",355,2,0.58,0.51,0.82,90,104,8,1,0,0,0,,
"mens tumblers",36,355,10,1.07,0.82,1.31,261,">10,000",8,1,0,0,0,,
"serving boards for charcuterie",71,355,395,0.98,0.68,1.3,184,">5,000",8,1,0,0,0,,
"portable fire pit table top",355,355,-21,0.97,0.77,1.3,309,">1,000",8,1,0,0,0,,
"mom goft",4,355,107,1.63,1.32,2.24,132,">100,000",8,1,0,0,0,,
"oversized for women hoodie",18,355,68,0.85,0.54,1.02,191,">20,000",8,1,0,0,0,,
"renpho eye massager with heat","2,305",355,6,2.08,2.03,3.1,190,154,8,1,0,0,0,,
"holiday stocking stuffers for women",59,355,109,,,,92,">6,000",8,1,0,0,0,,
"postpartum socks",645,355,-5,1.28,1.06,1.66,320,">550",8,1,0,0,0,,
"little fireplace",4,355,116,,,,228,">90,000",8,1,0,0,0,,
"home spa products",9,355,13,1.36,0.98,1.7,343,">40,000",8,1,0,0,2,,
"over the shoulder fanny pack",178,355,-41,0.67,0.52,0.85,462,">2,000",8,1,0,0,0,,
"hair dye kids","1,096",355,1,0.79,0.62,1.05,281,324,8,1,0,0,0,,
"therabody eye goggles","5,043",353,-65,1.7,1.34,2.06,159,70,8,1,0,0,0,,
"stanley drinking straw",59,353,-7,0.83,0.63,1.01,312,">6,000",8,1,0,0,0,,
"stanley cup 16 oz with handle","1,689",353,17,,,,222,209,8,1,0,0,0,,
"수면양말","5,787",353,64,,,,56,61,8,1,0,0,0,,
"wedding gofts",4,353,-7,0.86,0.66,1.04,249,">100,000",8,1,0,0,0,,
"vapersmok recargable","14,120",353,14,0.57,0.5,0.64,31,25,8,1,0,0,0,,
"table smores fire kit","1,063",353,16,1.26,0.92,1.51,274,332,8,1,0,0,0,,
"searoomy burritos tortilla blanket",0,353,"n/a",,,,0,0,8,1,0,0,0,,
"smore fire pit mini",496,353,-5,1.04,0.72,1.06,283,">712",8,1,0,0,0,,
"stanley water bottle with handle",177,353,-18,0.92,0.65,1.03,417,">2,000",8,1,0,0,0,,
"tiktok trend items for bedroom","6,086",353,23,0.84,0.53,1.03,12,58,8,1,0,0,0,,
"stocking stuffers under 20 dollars",4,353,5,0.88,0.69,1.09,359,">100,000",8,1,0,1,0,,
"stiiizy battery pen","8,209",353,0,0.94,0.8,1.22,16,43,8,1,0,0,0,,
"statues for yard and garden",44,353,3,0.77,0.68,0.93,353,">8,000",8,1,0,0,0,,
"1-800-flowers","4,707",353,6,1.57,0.96,1.61,168,75,8,1,0,0,1,,
"soft fluffy socks",353,353,369,0.79,0.68,1,36,">1,000",8,1,0,0,3,,
"soft cozy socks",177,353,396,,,,246,">2,000",8,1,0,0,0,,
"valentine’s day",4,353,-7,0.69,0.64,0.74,322,">100,000",8,1,0,0,0,,
"womens hoodie blanket",12,353,197,1.13,0.82,1.34,111,">30,000",8,1,0,0,0,,
"stocking stuffer tween",435,353,334,,,,89,">812",8,1,0,0,0,,
"stuff for ten year old girls",88,353,-8,,,,322,">4,000",8,1,0,0,0,,
"winter slipper socks",177,353,468,,,,160,">2,000",8,1,0,0,2,,
"water terrarium",88,353,26,0.91,0.68,1.15,386,">4,000",8,1,0,0,1,,
"thick book",4,353,-20,0.71,0.56,0.87,385,">100,000",8,1,0,0,0,,
"the cute","176,500",353,"n/a",,,,109,2,8,1,0,0,1,,
"taco bell blanket","3,096",353,163,0.82,0.69,1,101,114,8,1,0,0,0,,
"scrapbook couple",353,353,12,,,,217,">1,000",8,1,0,0,0,,
"winter womens",4,353,112,,,,81,">100,000",8,1,0,0,0,,
"wearable fleece blanket",353,353,13,1,0.73,1.22,312,">1,000",8,1,0,0,4,,
"softest socks in the world","5,116",353,226,,,,0,69,8,1,0,0,0,,
"snack mix box",88,353,-25,0.89,0.62,1.09,376,">4,000",8,1,0,0,0,,
"6 yr old girl toys",39,353,53,,,,74,">9,000",8,1,0,0,0,,
"prepaid mastercard","23,533",353,-16,1.48,1.09,1.76,13,15,8,1,0,1,0,,
"stanley insulated tumbler",353,353,-14,,,,358,">1,000",8,1,0,0,0,,
"teacher presents",9,353,16,0.85,0.75,1.05,326,">40,000",8,1,0,0,0,,
"camera that prints for kids",0,351,"n/a",,,,66,0,8,1,0,0,0,,
"bearpaw fuzzy socks","1,439",351,69,,,,99,244,8,1,0,0,0,,
"birthday gufts",2,351,0,,,,296,">200,000",8,1,0,0,0,,
"cluci bags",962,351,-12,,,,341,">365",8,1,0,0,0,,
"$5 item",2,351,-2,,,,308,">200,000",8,1,0,0,0,,
"charcuterie boards set",117,351,61,0.96,0.71,1.2,188,">3,000",8,1,0,0,1,,
"blankets hoodie",351,351,12,,,,267,">1,000",8,1,0,0,0,,
"5$ items",2,351,5,1.03,0.84,1.49,358,">200,000",8,1,0,0,0,,
"calcetas de invierno para mujer",736,351,355,,,,133,477,8,1,0,0,0,,
"birthday ecards for women","1,206",351,130,,,,81,291,8,1,0,0,0,,
"cheese servers",351,351,132,0.9,0.7,1.28,291,">1,000",8,1,0,0,2,,
"apple gc",176,351,191,0.9,0.68,0.93,28,">2,000",8,1,0,0,0,,
"custom picture book",176,351,25,,,,229,">2,000",8,1,0,0,0,,
"assorted snack box",176,351,-15,0.88,0.69,1.26,357,">2,000",8,1,0,0,0,,
"cool plants",12,351,43,0.6,0.45,0.79,274,">30,000",8,1,0,0,0,,
"cute cups set",39,351,24,,,,206,">9,000",8,1,0,0,0,,
"apartment garden",351,351,21,0.97,0.62,0.99,420,">1,000",8,1,0,0,1,,
"care package snacks",88,351,-4,0.57,0.38,0.93,328,">4,000",8,1,0,0,1,,
"burts and bees",117,351,-8,,,,220,">3,000",8,1,0,0,0,,
"1 penny items",9,351,4,0.75,0.53,0.79,333,">40,000",8,1,0,0,0,,
"bowl mug",176,351,33,,,,240,">2,000",8,1,0,0,0,,
"lego pink flowers",541,349,14,0.7,0.62,0.79,153,645,8,1,0,0,0,,
"eye masks massager","1,006",349,120,,,,82,">347",8,1,0,0,0,,
"get today 5pm - 10pm","2,458",349,8,1.14,0.83,1.4,244,142,8,1,0,0,0,,
"legos flores",349,349,13,,,,287,">1,000",8,1,0,0,0,,
"cottage core bedroom decor",384,349,-12,0.67,0.47,0.8,323,">910",8,1,0,0,0,,
"indoor outdoor firepit tabletop",175,349,33,1.16,0.77,1.44,276,">2,000",8,1,0,0,0,,
"coffe set",9,349,29,,,,303,">40,000",8,1,0,0,0,,
"fire pit indoor table",349,349,24,,,,250,">1,000",8,1,0,0,0,,
"fire pit for smores",349,349,28,0.97,0.74,1.23,203,">1,000",8,1,0,0,0,,
"herb indoor garden kit",349,349,5,0.68,0.6,0.99,187,">1,000",8,1,0,0,0,,
"gofts for girlfriend",3,349,153,,,,64,">100,000",8,1,0,0,0,,
"christmas outdoors lights",35,349,55,,,,93,">10,000",8,0,0,1,0,,
"garden seed kit",175,349,95,0.75,0.52,1.01,260,">2,000",8,0,0,1,0,,
"ladies warm socks",35,349,517,0.87,0.8,1.03,125,">10,000",8,1,0,0,0,,
"girls electronics",5,349,-8,1.2,0.92,1.35,323,">70,000",8,1,0,0,0,,
"hand spa kit",776,349,9,,,,218,">450",8,1,0,0,0,,
"dad gifta",3,349,84,1.79,1.35,1.97,205,">100,000",8,1,0,0,0,,
"flore",175,349,-22,0.67,0.51,1.06,467,">2,000",8,1,0,0,4,,
"fleece sox",87,349,66,,,,189,">4,000",8,1,0,0,0,,
"level maker","10,265",349,-15,1.49,1.03,1.87,50,34,8,1,0,0,3,,
"cordless crock pot","1,269",349,31,,,,194,275,8,1,0,0,0,,
"great stocking stuffers",7,349,133,1.1,0.8,1.33,186,">50,000",8,1,0,1,2,,
"garden solar decor",17,349,-10,0.77,0.57,0.93,363,">20,000",8,1,0,0,0,,
"hair chalk salon kit","3,388",349,41,,,,73,103,8,1,0,0,0,,
"hair spray paint",991,349,73,0.63,0.5,0.83,301,352,8,1,0,0,0,,
"lotion kit",349,349,106,1.2,0.92,1.58,99,">1,000",8,1,0,0,0,,
"lego cherry blossom￼",684,348,-13,,,,229,509,8,1,0,0,0,,
"mens gadgets 2024",636,348,-31,1.06,0.86,1.45,318,">547",8,1,0,0,0,,
"rock garden decor for outside",348,348,-6,0.73,0.6,0.88,370,">1,000",8,1,0,0,0,,
"sad duck lamp","3,252",348,19,1.05,0.79,1.11,72,107,8,1,0,0,0,,
"oversized blanket hoodie for women",12,348,110,0.99,0.8,1.11,215,">30,000",8,1,0,0,1,,
"hydroponic plant",35,348,5,1.02,0.9,1.28,302,">10,000",8,1,0,0,1,,
"plant seed",7,348,-15,0.79,0.49,0.91,331,">50,000",8,0,0,1,1,,
"mini table top fire pit",479,348,677,1.16,0.85,1.29,165,">726",8,1,0,0,0,,
"indoor decorations",3,348,33,,,,157,">100,000",8,1,0,0,3,,
"marshmallow fire pit",348,348,-22,1.07,0.78,1.4,290,">1,000",8,1,0,0,0,,
"oversized fleece",9,348,20,,,,365,">40,000",8,1,0,0,3,,
"scrapbook cute",39,348,7,1,0.76,1.32,317,">9,000",8,1,0,0,0,,
"sleeper socks for women","1,039",348,"1,307",,,,155,335,8,1,0,0,0,,
"massage face mask",116,348,30,,,,111,">3,000",8,1,0,0,0,,
"photo album couple",422,348,-24,,,,289,">825",8,1,0,0,0,,
"lighted yard decorations",35,348,-8,,,,69,">10,000",8,1,0,0,0,,
"meat and cheese board",174,348,61,0.96,0.65,1.43,154,">2,000",8,1,0,0,1,,
"outdoor light decor",3,348,-7,1.15,0.86,1.43,283,">100,000",8,1,0,0,0,,
"mesh bags for travel",9,348,-30,0.72,0.52,0.95,334,">40,000",8,1,0,0,0,,
"packing cubes with labels","1,649",348,-12,1.12,0.86,1.3,355,211,8,1,0,0,1,,
"ramos de rosas eternas",410,346,-7,1.2,1.02,1.81,342,">843",8,1,0,0,0,,
"stanley mugs 30 oz",569,346,95,,,,103,608,8,1,0,0,0,,
"stanly lid",58,346,-17,,,,312,">6,000",8,1,0,0,0,,
"regalos para mujer joven",346,346,168,,,,156,">1,000",8,1,0,0,0,,
"smoked old fashioned kit with torch",915,346,62,3.37,2.59,3.89,92,378,8,1,0,0,0,,
"stocking stuffers for new mom",115,346,293,0.98,0.71,1.24,188,">3,000",8,1,0,0,1,,
"sister gofts",3,346,328,1.32,0.96,1.61,92,">100,000",8,1,0,0,0,,
"travel essential bag",35,346,69,,,,202,">10,000",8,1,0,0,0,,
"travel essentials for cruise",69,346,-17,0.91,0.65,1.38,337,">5,000",8,1,0,0,0,,
"renoho","1,109",346,-5,1.97,1.37,2.16,198,">312",8,1,0,0,0,,
"small indoor fireplace",346,346,"n/a",,,,222,">1,000",8,1,0,0,0,,
"things for travel",948,346,-5,0.67,0.48,0.87,265,365,8,1,0,0,0,,
"yard decor statues",35,346,"n/a",,,,205,">10,000",8,1,0,0,0,,
"womens heavy socks",115,346,38,1.25,0.92,1.39,205,">3,000",8,1,0,0,0,,
"spa shower",17,346,-4,1.14,0.89,1.31,355,">20,000",8,1,0,1,1,,
"toilet books for adults",49,346,-2,0.66,0.45,0.79,221,">7,000",8,1,0,0,0,,
