"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"travel cup with straw",71,713,-21,0.8,0.63,0.96,429,">10,000",10,1,0,0,0,,
"pool decor",24,713,-25,0.76,0.53,0.81,485,">30,000",10,1,0,0,6,,
"glass coffee mug with lid",143,713,11,0.66,0.53,0.82,360,">5,000",10,1,0,0,4,,
"movie snack box",357,713,-25,0.62,0.44,0.93,301,">2,000",10,1,0,0,0,,
"makeup girls",71,713,14,0.84,0.64,0.96,315,">10,000",10,1,0,0,3,,
"fluffy socks for women",357,713,35,0.93,0.71,1.16,337,">2,000",10,1,0,0,0,,
"furry socks","3,114",713,18,0.85,0.67,1.09,357,229,10,1,0,0,0,,
"lawn decorations outdoor",18,713,-20,0.84,0.7,1,423,">40,000",10,1,0,1,0,,
"garden accessories outdoor",24,713,-21,0.97,0.73,1.12,469,">30,000",10,1,0,0,1,,
"hair chalk salon","5,844",713,4,0.94,0.59,1.01,150,122,10,1,0,0,2,,
"straw tumbler",36,713,-13,0.78,0.61,0.9,525,">20,000",10,1,0,0,0,,
"birthday mom",7,713,-9,1.38,1.08,1.83,326,">100,000",10,0,0,1,1,,
"birthday for her","1,384",713,-9,1.57,1.13,1.95,364,515,10,1,0,0,0,,
"birthday snack box",238,713,-15,0.82,0.63,1.06,544,">3,000",10,1,0,0,6,,
"present for dad",9,713,14,1.57,1.14,1.95,320,">80,000",10,1,0,0,1,,
"cheeseboard",713,713,26,1.21,0.98,1.52,349,">1,000",10,1,0,0,1,,
"bath products for women",36,713,14,1.33,0.92,1.72,423,">20,000",10,1,0,0,0,,
"bourbon accessories",178,713,19,1.31,0.92,1.63,283,">4,000",10,1,0,0,0,,
"fashion socks for women",14,713,-11,0.82,0.68,0.99,490,">50,000",10,1,0,0,0,,
"girls toys age 10",71,713,18,1.31,0.98,1.53,436,">10,000",10,1,0,0,0,,
"traveling accessories",7,713,2,0.81,0.59,1.02,409,">100,000",10,1,0,0,0,,
"birthday present for mom",24,713,-6,1.25,0.98,1.65,286,">30,000",10,1,0,0,0,,
"birthday present",7,713,-14,0.88,0.77,1.42,365,">100,000",10,1,0,0,1,,
"popcorn bowl set",713,713,23,0.59,0.46,0.8,246,">1,000",10,1,0,0,2,,
"comfortable",4,713,14,1.04,0.72,1.41,449,">200,000",10,1,0,0,11,,
"hideout hoodie women","4,992",654,"n/a",0.97,0.84,1.25,36,">131",10,1,0,0,0,,
"sleep socks for women loose fit",905,654,109,1.16,0.94,1.47,352,">723",10,1,0,0,0,,
"price stickers for small business",109,654,11,0.84,0.66,1.1,286,">6,000",10,1,0,0,2,,
"toys for 9-10 year old girls",327,654,21,1.36,1.06,1.57,287,">2,000",10,1,0,0,0,,
"vintage mugs",218,654,2,0.61,0.47,0.74,337,">3,000",10,1,0,0,1,,
"cute stocking stuffers for teen girls",218,654,806,0.81,0.66,1.08,210,">3,000",10,1,0,0,0,,
"cute winter socks",65,654,36,1.22,0.97,1.34,389,">10,000",10,1,0,0,0,,
"presents for 11 year old girls",654,654,7,1.25,1.04,1.58,373,">1,000",10,1,0,0,0,,
"heated food container",327,654,30,0.76,0.57,0.9,321,">2,000",10,1,0,0,0,,
"water bottle fits in cup holder",109,654,-21,0.76,0.65,0.95,320,">6,000",10,1,0,0,1,,
"wayy big hoodie","13,143",644,"n/a",0.97,0.89,1.49,21,49,10,1,0,0,3,,
"minecraft cherry blossom lego set","2,486",644,-13,0.66,0.47,0.76,110,259,10,1,0,0,0,,
"cool stuff for science lovers",974,644,23,0.93,0.75,1.03,218,">661",10,1,0,0,0,,
"shower products for woman",21,644,12,1.61,1.17,1.9,342,">30,000",10,1,0,0,0,,
"sales on stanley cups","1,917",644,5,0.94,0.66,1.18,338,336,10,1,0,0,0,,
"vasos stanley originales","1,861",644,-12,0.53,0.42,0.62,388,346,10,1,0,0,0,,
"tumbler stanley cup",215,644,28,0.8,0.59,0.88,335,">3,000",10,1,0,0,0,,
"mens stanley",992,644,18,0.71,0.57,0.82,345,649,10,1,0,0,0,,
"stanley cup lavender","2,228",644,-11,0.67,0.5,0.84,226,289,10,1,0,0,0,,
"cameras for kids 8-12",867,644,10,1.63,1.51,2.15,437,">743",10,1,0,0,0,,
"stanley handle attachment","3,638",644,-16,0.78,0.64,0.97,296,177,10,1,0,0,1,,
"stanley quick flip","4,770",644,-17,0.66,0.47,0.79,113,135,10,1,0,0,2,,
"tiktok must haves","2,077",644,11,1,0.7,1.39,428,">310",10,1,0,0,0,,
"airplane travel essentials for women",215,644,20,0.92,0.67,1.26,295,">3,000",10,1,0,0,0,,
"stanley 1913","5,412",644,-7,0.69,0.59,0.76,182,119,10,1,0,0,0,,
"stanley ice flow flip straw tumbler 30 oz","3,236",644,14,0.67,0.48,0.84,173,199,10,1,0,0,0,,
"flores de lego",644,644,-11,0.75,0.49,0.85,263,">1,000",10,1,0,0,0,,
"luggage accessories for suitcases",64,644,-15,0.93,0.74,1.18,447,">10,000",10,1,0,0,0,,
"garden ornaments for outside garden",72,644,-17,0.76,0.65,0.93,349,">9,000",10,1,0,0,0,,
"wedding presents for newlyweds",322,644,3,1.22,0.98,1.43,318,">2,000",10,1,0,0,0,,
"kitchen herb garden indoor kit","1,054",644,0,0.84,0.61,1.06,299,">611",10,1,0,1,0,,
"kids toys girls 5-7",21,644,6,1.37,1.08,1.62,391,">30,000",10,1,0,0,0,,
"fleece socks for women winter",215,644,162,0.97,0.81,1.17,322,">3,000",10,1,0,0,0,,
"10.00 and under items",11,644,17,1.05,0.78,1.7,342,">60,000",10,1,0,0,0,,
"toys for 10-12 year old girls",215,644,14,1.28,0.92,1.47,339,">3,000",10,1,0,0,0,,
"same day delivery items prime under 5",322,644,13,1.59,1.09,2.13,382,">2,000",10,1,0,0,0,,
"mom essentials after birth",921,644,-3,1.25,0.93,1.73,344,">699",10,1,0,0,0,,
"womens fall socks",92,644,-29,1.05,0.84,1.17,502,">7,000",10,1,0,0,0,,
"stanley spill proof",322,644,-21,0.76,0.55,0.99,318,">2,000",10,1,0,0,0,,
"warm cozy socks for women",322,644,35,1.18,0.93,1.27,265,">2,000",10,1,0,0,0,,
"regalos para novia",92,644,7,1.26,0.94,1.64,392,">7,000",10,1,0,0,1,,
"stocking stuffers for college girls",644,644,172,1.2,0.84,1.34,322,">1,000",10,1,0,0,0,,
"small outdoor fire pit",215,644,19,1.1,0.74,1.42,384,">3,000",10,1,0,0,0,,
"house plant seeds",92,644,-20,0.6,0.45,0.81,343,">7,000",10,1,0,0,0,,
"portable hot pot",644,644,3,0.8,0.52,1.06,418,">1,000",10,1,0,0,3,,
"garden starter kit",644,644,5,0.86,0.66,1.07,281,">1,000",10,0,0,1,11,,
"mens comfy socks",81,644,19,1.31,1.12,1.43,281,">8,000",10,1,0,0,0,,
"smoked cocktail kit","1,467",644,13,2.14,1.84,2.34,311,439,10,1,0,0,2,,
"holiday set",6,644,79,0.99,0.75,1.51,329,">100,000",10,1,0,0,2,,
"things for 10 year old girls",644,644,21,1.09,0.88,1.38,381,">1,000",10,1,0,0,0,,
"smoker for drinks","1,293",644,22,2.33,2.06,2.61,315,498,10,1,0,0,0,,
"blue car",6,644,22,0.49,0.4,0.54,340,">100,000",10,0,0,1,3,,
"scarpbook",6,644,-9,0.78,0.6,0.9,346,">100,000",10,1,0,0,0,,
"fun fuzzy socks",215,644,40,0.83,0.65,1.05,348,">3,000",10,1,0,0,0,,
"teacher stuff for classroom",161,644,-26,0.84,0.62,1.02,408,">4,000",10,1,0,0,0,,
"inexpensive stocking stuffers",215,644,189,1.04,0.89,1.37,261,">3,000",10,1,0,0,0,,
"novelty blanket",644,644,12,0.79,0.64,1,409,">1,000",10,1,0,0,1,,
"tabletop fire pit bowl",644,644,37,0.91,0.77,1.34,292,">1,000",10,1,0,0,15,,
"teenage stocking stuffers",215,644,66,0.82,0.7,1.18,304,">3,000",10,1,0,0,0,,
"vintage cups","3,723",644,-15,0.58,0.45,0.7,320,173,10,1,0,0,0,,
"socks fluffy",322,644,64,0.9,0.71,1.17,375,">2,000",10,1,0,0,5,,
"cute travel accessories",6,644,-6,0.71,0.53,0.99,374,">100,000",10,1,0,0,0,,
"plant terrarium kit",644,644,4,0.73,0.53,0.87,311,">1,000",10,1,0,0,2,,
"pink label maker","1,911",644,-15,1.16,1.01,1.31,326,337,10,1,0,0,8,,
"burt's bees lemon butter cuticle cream","9,471",644,18,0.73,0.55,0.92,27,68,10,1,0,0,0,,
"organization bags",9,644,-21,0.9,0.68,1.18,437,">70,000",10,1,0,0,0,,
"candy bouquet","6,925",644,-5,0.51,0.41,0.66,360,93,10,1,0,0,9,,
"regalos navidad",6,644,137,0.97,0.8,1.22,358,">100,000",10,1,0,0,0,,
"12 year old girl",107,644,8,1.24,1.01,1.56,289,">6,000",10,1,0,0,0,,
"photobook album",644,644,11,0.79,0.68,1.11,355,">1,000",10,1,0,0,0,,
"indoor fire","3,126",644,13,0.98,0.81,1.41,355,206,10,1,0,0,5,,
"date night kit",719,644,-3,0.73,0.55,0.93,312,">896",10,1,0,0,1,,
"chenille socks for women","1,501",644,65,1.01,0.8,1.2,371,">429",10,1,0,0,0,,
"big hoodies for women",16,644,19,1.2,1,1.43,292,">40,000",10,1,0,0,0,,
"book of useless information","3,975",644,16,0.85,0.57,1.01,150,162,10,1,0,0,19,,
"printing camera for kids","1,142",644,12,1.99,1.62,2.42,278,">564",10,1,0,0,1,,
"birthday present for 4 year old girl",322,644,-16,1.43,1.13,1.76,378,">2,000",10,1,0,0,0,,
"up scrapbook album","1,263",644,12,0.64,0.57,0.87,292,">510",10,1,0,0,1,,
"cozy womens socks",92,644,30,1.03,0.78,1.21,389,">7,000",10,1,0,0,0,,
"zen office decor",64,644,-26,0.65,0.43,0.81,420,">10,000",10,1,0,0,1,,
"stanley insulated water bottle",644,644,-59,0.7,0.57,0.82,713,">1,000",10,1,0,0,0,,
"weird gadgets","1,165",644,-12,0.84,0.68,0.98,429,">553",10,1,0,0,0,,
"anniversary book",21,644,-25,0.76,0.6,0.87,262,">30,000",10,1,0,0,2,,
"smoking kit",715,644,7,1.86,1.25,2.06,203,">901",10,1,0,0,3,,
"photo journal",64,644,12,0.78,0.62,0.93,366,">10,000",10,1,0,0,4,,
"for her birthday",6,644,-5,1.67,1.13,2.11,329,">100,000",10,1,0,0,0,,
"eye massage mask","1,263",644,-5,2.15,1.77,2.66,258,">510",10,1,0,0,5,,
"care packages",215,644,-30,0.8,0.59,1.07,546,">3,000",10,1,0,0,2,,
"garden decoration",8,644,-3,0.87,0.64,1.03,332,">80,000",10,1,0,0,1,,
"patio decorations",6,644,1,1.02,0.82,1.33,390,">100,000",10,1,0,0,2,,
"scrapbook book",11,644,7,0.76,0.61,0.88,407,">60,000",10,1,0,0,0,,
"massager for women",161,644,13,1.28,0.92,1.77,20,">4,000",10,1,0,0,2,,
"kids presents",6,644,28,1.27,0.91,1.66,347,">100,000",10,1,0,0,0,,
"stainless steel cup with straw",64,644,-15,0.77,0.6,0.98,416,">10,000",10,1,0,0,0,,
"planting",13,644,-8,1.05,0.82,1.06,344,">50,000",10,1,0,0,31,,
"socks winter",21,644,33,1.19,0.94,1.42,278,">30,000",10,1,0,0,5,,
"insulated cups with lids and straws",64,644,-21,0.67,0.55,0.85,510,">10,000",10,1,0,0,0,,
"cool things for 8 year old",642,642,"n/a",1.05,0.85,1.3,94,">1,000",10,1,0,0,0,,
"toymis positive potato","4,367",642,114,0.67,0.66,0.93,112,147,10,1,0,0,0,,
"cool mens gadgets 2024","1,476",642,-23,0.95,0.7,1.18,185,">435",10,1,0,0,0,,
"cool presents for tween girls",893,642,3,1.15,0.97,1.43,295,">719",10,1,0,0,0,,
"insta prints camera for kids","2,133",642,35,2.12,1.75,2.29,263,301,10,1,0,0,0,,
"stanley 35 oz","2,326",642,0,0.61,0.56,0.66,224,276,10,1,0,0,0,,
"stanley 16 oz tumbler","1,824",642,-13,0.56,0.49,0.65,354,352,10,1,0,0,0,,
"gezzeny vintage glass coffee mugs","4,397",642,-5,0.65,0.54,0.8,158,146,10,1,0,0,0,,
"stanley sippy cup","2,932",642,-5,0.77,0.57,0.92,351,219,10,1,0,0,0,,
"burts bees cuticle cream lemon","12,113",642,10,0.72,0.43,0.87,15,53,10,1,0,0,0,,
"headache massager for migraines","1,011",642,4,1.95,1.5,2.68,269,">635",10,1,0,0,0,,
"bourbon smoker kit with torch","1,951",642,5,2.7,2.18,2.99,216,329,10,1,0,0,1,,
"boarderie","8,025",642,-25,1.11,1.08,1.92,149,80,10,1,0,0,0,,
"airplane kids travel essentials",321,642,10,1.08,0.83,1.5,333,">2,000",10,1,0,0,0,,
"cravebox snack box","2,697",642,11,0.58,0.47,0.72,267,238,10,1,0,0,0,,
"japandi decor","1,041",642,16,0.57,0.43,0.72,281,">617",10,1,0,0,0,,
"bagail 8 set packing cubes","4,938",642,-36,1.18,0.92,1.41,313,130,10,1,0,0,1,,
"9-10 year old girl stuff",642,642,14,1.13,0.91,1.31,379,">1,000",10,1,0,0,0,,
"toys for 6-7 year old girls",161,642,11,1.34,1.05,1.58,351,">4,000",10,1,0,0,0,,
"christmas bath bombs for women",887,642,267,1.22,0.88,1.58,226,">724",10,1,0,0,2,,
"heart lego","1,279",642,24,0.6,0.53,0.76,313,502,10,1,0,0,1,,
"giant hoodie blanket",642,642,-2,0.94,0.75,1.14,359,">1,000",10,1,0,0,0,,
"stocking stuffers for women under 10 dollars",64,642,208,1.04,0.74,1.36,221,">10,000",10,1,0,0,0,,
"comfy wearable blanket",711,642,28,1,0.82,1.18,382,">903",10,1,0,0,0,,
"blanket hoodie women",642,642,29,0.83,0.72,1.09,347,">1,000",10,1,0,0,1,,
"over sized hoodie",64,642,9,0.74,0.61,0.91,430,">10,000",10,1,0,0,0,,
"stuff for guys",128,642,14,1.27,0.95,1.46,416,">5,000",10,1,0,0,0,,
"comfort items",6,642,10,1.07,0.76,1.3,419,">100,000",10,1,0,0,0,,
"crochet plush",64,642,12,0.56,0.45,0.7,389,">10,000",10,1,0,0,3,,
"car travel",6,642,-3,0.78,0.63,1.12,363,">100,000",10,0,0,1,3,,
"bee stuff",80,642,8,0.87,0.65,0.96,330,">8,000",10,1,0,0,0,,
"facts",6,642,14,0.66,0.6,0.87,245,">100,000",10,1,0,0,45,,
"whiskey smoking kit","1,749",642,17,2.16,1.66,2.64,205,367,10,1,0,0,1,,
"bulk womens socks",8,642,10,0.73,0.57,0.9,371,">80,000",10,1,0,0,0,,
"crochet duck","2,518",642,9,0.73,0.67,1.14,399,">255",10,1,0,0,11,,
"travel snack bag",32,642,8,0.9,0.63,0.93,398,">20,000",10,1,0,0,0,,
"portable fireplace indoor",642,642,-15,0.93,0.7,1.45,406,">1,000",10,1,0,0,0,,
"self care package","1,230",642,7,0.79,0.56,1.02,421,522,10,1,0,0,10,,
"hombres regalos",6,642,13,1.28,0.92,1.54,441,">100,000",10,1,0,0,0,,
"cozy slipper socks for women",214,642,31,0.88,0.67,1.16,336,">3,000",10,1,0,0,0,,
"face massager electric",844,642,-6,1.63,1.15,2.06,325,">761",10,1,0,0,2,,
"stocking stuffers under 10",214,642,669,0.95,0.8,1.2,264,">3,000",10,1,0,0,0,,
"friendship candle",642,642,10,1.34,1.01,1.61,321,">1,000",10,1,0,0,7,,
"damn it dolls for women","14,267",642,22,0.46,0.34,0.47,44,45,10,1,0,0,0,,
"weird room decor",92,642,0,0.66,0.48,0.8,401,">7,000",10,1,0,0,0,,
"disney wedding",642,642,-10,0.88,0.66,1.11,332,">1,000",10,1,0,0,3,,
"urban accents","1,209",642,11,0.7,0.41,0.87,206,">531",10,1,0,0,5,,
"road trip snacks",321,642,-28,1.21,0.84,1.56,519,">2,000",10,1,0,0,0,,
"care packages for women",7,642,-6,0.72,0.58,0.94,357,">90,000",10,1,0,0,1,,
"outdoor decorations for yard",9,642,-49,0.84,0.66,1.04,645,">70,000",10,1,0,0,0,,
"fleece wearable blanket",321,642,249,1.02,0.96,1.09,266,">2,000",10,1,0,0,5,,
"birthday for dad",7,642,-9,1.3,1.02,1.66,329,">90,000",10,1,0,0,0,,
"adventure scrapbook",321,642,20,0.58,0.46,0.81,237,">2,000",10,1,0,0,0,,
"garden solar lights decorative",64,642,-5,1.06,0.87,1.26,375,">10,000",10,1,0,0,0,,
"mugs cute",32,642,24,0.69,0.58,0.81,386,">20,000",10,1,0,0,0,,
"garden ornaments",64,642,-4,0.84,0.63,1.01,385,">10,000",10,1,0,0,2,,
"presents for girls",6,642,18,1.36,1.17,1.7,274,">100,000",10,1,0,0,0,,
"keep food hot",21,633,-5,0.78,0.56,1.01,433,">30,000",10,1,0,0,0,,
"cool office decoration",16,628,-7,0.78,0.58,0.96,317,">40,000",10,1,0,0,0,,
"kids toys 8-10 girls",31,628,24,1.38,1.12,1.54,307,">20,000",10,1,0,0,0,,
"christmas for 5 year old girl",63,628,127,1.32,1.04,1.66,206,">10,000",10,1,0,0,0,,
"gufts for mom",6,628,24,1.3,0.88,1.56,289,">100,000",10,1,0,0,0,,
"coffee cups with lids glass",79,628,-19,0.75,0.5,0.82,353,">8,000",10,1,0,0,0,,
"toddler presents",10,628,44,1.06,0.89,1.27,344,">60,000",10,1,0,0,0,,
"birthday boxes for kids",13,628,-13,0.91,0.66,1.03,312,">50,000",10,1,0,0,0,,
"cilantro plant",886,628,-12,0.59,0.38,0.69,356,">709",10,0,0,1,5,,
"for girlfriend",6,628,4,1.06,0.79,1.4,373,">100,000",10,1,0,0,14,,
"cool guy stuff",209,628,15,1.14,0.84,1.34,338,">3,000",10,1,0,0,0,,
"scrapbook paper book",13,628,1,0.63,0.52,0.73,306,">50,000",10,1,0,0,1,,
"solar garden decorations",63,628,-37,0.96,0.82,1.08,492,">10,000",10,1,0,0,0,,
"digital rewards eligible items",79,628,18,1.32,0.97,1.62,397,">8,000",10,1,0,0,0,,
"wedding present",9,628,-33,1.15,0.9,1.47,545,">70,000",10,1,0,0,0,,
"emotional support duck","2,065",574,-8,0.83,0.54,1.15,295,278,9,1,0,0,20,,
"desire deluxe hair chalk for girls","5,467",574,-6,0.96,0.66,1.11,51,105,9,1,0,0,0,,
"stanley on sale","2,126",574,-86,0.72,0.52,0.99,628,270,9,1,0,0,0,,
"light blue stanley cup 30 oz","2,586",574,-2,0.56,0.51,0.78,217,222,9,1,0,0,0,,
"great wolf lodge merchandise","2,944",574,3,0.59,0.39,0.63,273,195,9,1,0,0,0,,
"gifs for a women",287,574,20,1.31,0.97,1.62,355,">2,000",9,1,0,0,0,,
"toys 11 year old girls",574,574,1,1.35,1.11,1.67,294,">1,000",9,1,0,0,0,,
"european travel essentials",574,574,-40,0.94,0.82,1.29,488,">1,000",9,1,0,0,0,,
"vintage house decor",8,574,3,0.86,0.7,1,312,">70,000",9,1,0,0,0,,
"cute label maker","1,659",574,2,2.15,1.6,2.83,315,346,9,1,0,0,0,,
"solar garden",29,574,-18,0.91,0.76,1.02,436,">20,000",9,1,0,0,24,,
"hair stuff for kids",64,574,16,0.95,0.72,1.27,289,">9,000",9,1,0,0,0,,
"glass mugs with lids",96,574,-27,0.69,0.48,0.82,530,">6,000",9,1,0,0,1,,
"lounge socks for women",574,574,22,1,0.76,1.17,387,">1,000",9,1,0,0,0,,
"foozies socks for women","1,224",573,405,1.1,0.8,1.27,117,468,9,1,0,0,0,,
"ramo de rosas eternas",634,573,-9,1.18,0.89,1.77,270,">904",9,1,0,0,0,,
"christmas self care",96,573,90,1.15,0.86,1.49,337,">6,000",9,1,0,0,1,,
"stanley cup 32 oz","1,891",573,-1,0.77,0.56,0.87,367,303,9,1,0,0,0,,
"baby blue stanley","3,559",573,-3,0.65,0.51,0.78,99,161,9,1,0,0,0,,
"sad duck nightlight","3,452",573,-66,1.01,0.96,1.07,226,166,9,1,0,0,0,,
"tehook fuzzy socks for women","3,431",573,221,0.93,0.63,0.99,139,167,9,1,0,0,0,,
"aruba vacation essentials","2,170",573,-18,1,0.82,1.15,415,">264",9,1,0,0,0,,
"cool stuff for girls 10-12",287,573,8,1.1,0.94,1.39,296,">2,000",9,1,0,0,0,,
"toys for 5-7 year old girls",143,573,19,1.45,1.13,1.71,183,">4,000",9,1,0,0,0,,
"crate & barrel","1,936",573,5,0.38,0.27,0.49,273,296,9,1,0,0,0,,
"cute stocking stuffers for women",64,573,56,1.11,0.81,1.47,233,">9,000",9,1,0,0,0,,
"socks for woman",8,573,13,0.97,0.81,1.29,360,">70,000",9,1,0,0,0,,
"sherpa wearable blanket",652,573,6,0.84,0.72,1.08,400,">879",9,1,0,0,8,,
"tall fuzzy socks for women",191,573,25,0.81,0.65,1.09,408,">3,000",9,1,0,0,0,,
"presents for dads",7,573,34,1.47,1.06,1.64,333,">80,000",9,1,0,0,0,,
"hydroponic plants",57,573,-28,1.13,0.83,1.26,415,">10,000",9,1,0,0,2,,
"regalos hombre",6,573,34,1.28,0.9,1.51,309,">100,000",9,1,0,0,0,,
"amaz","5,563",573,-13,1.21,1.14,2.17,357,">103",9,0,0,1,7,,
"small prizes for adults",29,573,8,0.77,0.54,0.95,324,">20,000",9,1,0,0,0,,
"fun stuff for girls",29,573,-7,0.79,0.77,1.14,400,">20,000",9,1,0,0,0,,
"deck decorations outdoor",29,573,-30,1.13,0.84,1.45,528,">20,000",9,1,0,0,0,,
"electrical lighter",573,573,0,0.76,0.64,0.84,315,">1,000",9,1,0,0,0,,
"unique night lights",57,573,6,0.94,0.7,1.14,357,">10,000",9,1,0,0,0,,
"travel essentials bag",19,573,-27,0.63,0.56,0.94,395,">30,000",9,1,0,0,0,,
"kitchen herb garden",115,573,-15,0.83,0.62,0.94,265,">5,000",9,1,0,1,2,,
"herb garden indoor",57,573,2,0.98,0.78,1.16,339,">10,000",9,1,0,0,1,,
"birthday presents for dad",29,573,-8,1.44,1.1,1.83,294,">20,000",9,1,0,0,0,,
"vintage office decor",6,573,-11,0.86,0.67,1.15,505,">90,000",9,1,0,0,0,,
"girl presents",6,573,11,1.35,1.14,1.78,391,">100,000",9,1,0,0,0,,
"snacks variety",19,573,-18,0.99,0.7,1.42,308,">30,000",9,1,0,0,2,,
"snacks for college students",679,573,-45,1.22,0.8,1.61,672,844,9,1,0,0,0,,
"cute mug set",96,573,3,0.61,0.46,0.87,366,">6,000",9,1,0,0,0,,
"propagate plant holder","1,479",571,6,0.66,0.47,1,325,">386",9,1,0,0,2,,
"lego flowers pink",856,571,11,0.65,0.47,0.79,270,667,9,1,0,0,0,,
"christmas for 8 year old girl",143,571,252,1.28,1.06,1.62,81,">4,000",9,1,0,0,0,,
"regalos para adolescentes mujeres",286,571,-2,0.95,0.64,1.17,368,">2,000",9,1,0,0,0,,
"stanley sports water bottle",726,571,-6,0.74,0.64,1,307,">786",9,1,0,0,0,,
"30oz stanley cup",571,571,-2,0.61,0.52,0.7,376,">1,000",9,1,0,0,0,,
"girl toys age 10-12 years old",968,571,15,1.13,0.89,1.4,314,590,9,1,0,0,0,,
"cherry blossom tree lego","1,519",571,2,0.73,0.57,0.85,240,376,9,1,0,0,0,,
"snack variety pack for kids",190,571,-26,1.07,0.84,1.29,459,">3,000",9,1,0,0,0,,
"drinking cup for women",11,571,40,0.72,0.56,0.88,422,">50,000",9,1,0,0,0,,
"bamboo charcuterie board",286,571,15,1.13,1,1.51,353,">2,000",9,1,0,0,5,,
"trivia book",57,571,8,0.9,0.78,1,234,">10,000",9,1,0,0,11,,
"vintage glass cups",143,571,-4,0.61,0.5,0.67,344,">4,000",9,1,0,0,2,,
"plant mom",286,571,4,1.01,0.79,1.11,335,">2,000",9,1,0,1,15,,
"book of knowledge",10,571,1,0.63,0.54,0.79,315,">60,000",9,1,0,0,3,,
"aesthetic coffee mug",143,571,-6,0.62,0.48,0.74,336,">4,000",9,1,0,0,1,,
"get it today items",57,571,19,1.44,0.97,1.89,471,">10,000",9,1,0,0,0,,
"snack boxes for college students","1,263",571,-5,0.87,0.52,1.09,294,452,9,1,0,0,0,,
"socks for women winter",57,571,26,1.16,0.93,1.28,278,">10,000",9,1,0,0,3,,
"window kit",571,571,32,0.71,0.56,0.98,346,">1,000",9,0,0,1,9,,
"travel box",6,571,3,0.89,0.63,1.03,395,">100,000",9,0,0,1,0,,
"movie night kit","1,356",571,11,0.88,0.59,1.04,268,">421",9,1,0,0,0,,
"migraine relief device",850,571,1,1.81,1.23,2.41,295,672,9,1,0,0,2,,
"outside decorations",11,571,21,0.83,0.63,1,420,">50,000",9,1,0,0,2,,
"goose lamp",572,571,-20,1.11,0.77,1.21,379,">999",9,1,0,0,0,,
"crazy hair day",646,571,34,0.64,0.4,0.72,629,">884",9,1,0,0,23,,
"spa kits",571,571,12,0.93,0.83,1.24,342,">1,000",9,1,0,0,1,,
"wedding items",6,571,-49,0.91,0.73,1.17,430,">100,000",9,1,0,0,0,,
"indoor marshmallow roaster","4,230",571,14,0.84,0.7,1.17,253,135,9,1,0,0,5,,
"imvu","6,798",571,-3,0.87,0.51,0.89,17,84,9,1,0,0,10,,
"travel organizer bags for women",19,571,"n/a",0.82,0.56,1.01,94,">30,000",9,1,0,0,0,,
"coffee cup sets of 4",190,571,11,0.63,0.5,0.82,376,">3,000",9,1,0,0,0,,
"birthday present for 6 year old girl",286,571,-18,1.74,1.39,2.1,334,">2,000",9,1,0,0,0,,
"womens socks bulk",11,571,6,0.93,0.76,1.13,383,">50,000",9,1,0,0,0,,
"sinus massager","1,710",571,11,1.79,1.2,2.31,321,334,9,1,0,0,0,,
"travel socks",63,571,-6,1.46,1.23,1.8,366,">9,000",9,1,0,0,1,,
"womens travel",3,559,2,0.88,0.7,1.17,516,">200,000",9,1,0,0,0,,
"stanley cup glacier","5,245",535,-80,0.58,0.5,0.67,204,102,9,1,0,0,0,,
"renpho eye massagers","3,849",535,0,2.39,1.95,2.79,199,139,9,1,0,0,0,,
"crochet potato",776,535,7,0.75,0.64,0.93,261,">689",9,1,0,0,10,,
"stanley iceflow flip straw","1,877",535,13,0.75,0.57,0.98,160,285,9,1,0,0,6,,
"vaso stanley 40 oz",268,535,-24,0.53,0.42,0.65,361,">2,000",9,1,0,0,0,,
"stanley light blue","1,542",535,-12,0.63,0.41,0.84,137,347,9,1,0,0,0,,
"snail headband for washing face",939,535,-5,0.58,0.47,0.72,219,570,9,1,0,0,2,,
"stanley aerolight 20 oz. transit bottle","13,375",535,-10,0.74,0.56,0.88,51,40,9,1,0,0,0,,
"lego daffodils","1,474",535,1,0.65,0.45,0.73,148,363,9,1,0,0,0,,
"vintage glass coffee mugs",915,535,-15,0.59,0.46,0.74,320,">585",9,1,0,0,9,,
"dorm snacks for college students","1,438",535,-35,0.96,0.59,1.31,409,372,9,1,0,0,0,,
"oversize blanket hoodie",535,535,8,0.82,0.74,1.02,289,">1,000",9,1,0,1,0,,
"fukkuda electric candle lighter","3,386",535,-36,0.82,0.59,0.88,172,158,9,1,0,0,0,,
"board for charcuterie",89,535,28,1.1,0.83,1.26,255,">6,000",9,1,0,0,0,,
"fall fuzzy socks",632,535,-36,0.86,0.68,1.19,719,">847",9,1,0,0,0,,
"bed socks for cold feet womens",535,535,91,1.14,0.87,1.43,317,">1,000",9,1,0,0,0,,
"christmas stockings stuffers for women",54,535,55,1.01,0.75,1.31,265,">10,000",9,1,0,0,0,,
"10 year old girl stuff",535,535,-2,1.21,1,1.53,339,">1,000",9,1,0,0,0,,
"non fiction books for adults",5,535,-10,0.83,0.64,1.05,321,">100,000",9,1,0,0,0,,
"solar decor",27,535,-2,1.04,0.75,1.08,325,">20,000",9,1,0,1,0,,
