关键词词组,关键词销量,Magnet IQ得分,搜索量,搜索量趋势,竞品数,CPR,Cluster
home decor black,1,4.0,359.0,-10.0,100000.0,8,house decor
silver candle warmer,9,976.0,519.0,14.0,532.0,9,electric candle warmer
candle warmer lamp with timer and dimmer,23,716.0,581.0,40.0,811.0,9,candle warmer
wax melt warmer,1555,17247.0,51741.0,-8.0,3000.0,96,wax warmer
electric candle warmer wax melter,2,316.0,316.0,-5.0,1000.0,8,wax warmer
candle lamp with timer,11,407.0,407.0,32.0,1000.0,8,candle warmer
lampara calentador de velas,8,581.0,581.0,27.0,1000.0,9,lampara
candle warmer lamp brass,7,343.0,262.0,1.0,764.0,8,candle lamp
candle warmer light with timer,2,407.0,407.0,14.0,1000.0,8,candle warmer
gifts for new home,18,6.0,644.0,70.0,100000.0,10,gift
dimmable candle warmer lamp,48,1594.0,1594.0,41.0,1000.0,29,candle lamp
adjustable candle warmer lamp with timer,2,393.0,368.0,6.0,936.0,8,candle warmer
mikasa electric candle warmer lamp,1,423.0,274.0,,648.0,8,candle lamp
coffee candle warmer,2,121.0,241.0,61.0,2000.0,8,electric candle warmer
lamp wax melt warmer,1,328.0,328.0,112.0,1000.0,8,wax warmer
aurora candle warmer lamp,2,493.0,271.0,28.0,550.0,8,candle lamp
candle warmer lamp cute,1,538.0,351.0,-8.0,653.0,8,candle lamp
candle warmer lamp tigqiang,7,508.0,277.0,56.0,545.0,8,candle lamp
mini candle warmer lamp,5,680.0,365.0,99.0,537.0,8,candle lamp
house decor gift,1,3.0,253.0,,100000.0,8,gift
battery candle warmer,2,821.0,821.0,5.0,1000.0,11,electric candle warmer
glass candle warmer,14,415.0,415.0,12.0,1000.0,8,electric candle warmer
black candle warmer lamp with timer,7,473.0,324.0,34.0,685.0,8,candle warmer
candle burning lamp,9,506.0,408.0,11.0,807.0,8,adjective + lamp
candle warmer lamp men,13,715.0,396.0,-12.0,554.0,8,candle lamp
candle warmer lamp brown,2,505.0,283.0,1.0,560.0,8,candle lamp
candle warmer lamp flower shape,4,686.0,341.0,161.0,497.0,8,candle lamp
candle warmer lamp vintage style,1,519.0,296.0,-6.0,570.0,8,candle lamp
candle warmer lamp with timer adjustable,4,336.0,311.0,,925.0,8,candle warmer
office candle warmer,1,134.0,268.0,,2000.0,8,electric candle warmer
wax melt warmer tea light candle,7,370.0,319.0,-16.0,863.0,8,wax warmer
aroma lamp,1,324.0,324.0,106.0,1000.0,8,adjective + lamp
tea light wax warmer,2,343.0,343.0,-19.0,1000.0,8,wax warmer
engpure candle warmer lamp,13,779.0,408.0,24.0,524.0,8,candle lamp
warmer,83,16.0,3127.0,14.0,200000.0,37,mug warmer
candle warmer flower lamp,3,786.0,437.0,4.0,556.0,8,candle lamp
large candle warmer,63,413.0,2063.0,32.0,5000.0,29,electric candle warmer
scent warmers,11,110.0,439.0,-7.0,4000.0,8,mug warmer
warming candles,11,43.0,216.0,7.0,5000.0,8,electric candle warmer
wax warmer black,3,198.0,396.0,-6.0,2000.0,8,wax warmer
wax melting lamp,1,428.0,428.0,-1.0,1000.0,8,wax warmer
seenlast candle warmer lamp,16,1084.0,581.0,38.0,536.0,9,candle lamp
battery powered candle warmer,1,815.0,698.0,-20.0,856.0,10,electric candle warmer
candle warmer 2 in 1,3,367.0,216.0,-19.0,589.0,8,electric candle warmer
western candle warmer,1,351.0,259.0,-6.0,737.0,8,electric candle warmer
mocosa candle warmer lamp,16,470.0,247.0,,525.0,8,candle lamp
mikasa electric candle warmer,1,507.0,282.0,,556.0,8,electric candle warmer
candle warmer lamp skjrvrh,9,480.0,256.0,,533.0,8,candle lamp
candle warmer lamp with timer,660,34901.0,34901.0,69.0,1000.0,75,candle warmer
yuichoy candle warmer lamp with timer,14,3738.0,1940.0,20.0,519.0,27,candle warmer
candle warmer etc,1,45.0,268.0,1033.0,6000.0,8,electric candle warmer
unique candle warmer,9,253.0,253.0,33.0,1000.0,8,electric candle warmer
candle warmer plate with timer,19,759.0,644.0,29.0,848.0,10,candle warmer
candle warmer lamp adjustable,24,739.0,698.0,102.0,945.0,10,candle lamp
candle warmers etc,3,65.0,392.0,-3.0,6000.0,8,electric candle warmer
tulip candle warmer lamp,11,542.0,283.0,37.0,522.0,8,candle lamp
candle warmer lamp with timer black,2,470.0,381.0,18.0,810.0,8,candle warmer
electric candle warmer with timer,4,367.0,367.0,33.0,1000.0,8,candle warmer
cottage bedroom decor,1,32.0,324.0,83.0,10000.0,8,house decor
liquid warmer,3,25.0,222.0,88.0,9000.0,8,mug warmer
vintage candle warmer,7,620.0,400.0,5.0,645.0,8,electric candle warmer
light for candle warmer lamp,11,428.0,428.0,13.0,1000.0,8,candle lamp
candle warmer lamp black,56,4298.0,3116.0,58.0,725.0,29,candle lamp
soilsiu candle warmer lamp,12,397.0,213.0,-30.0,536.0,8,candle lamp
home decor gifts,122,39.0,3922.0,101.0,100000.0,29,gift
wax warmer,981,21165.0,84661.0,-5.0,4000.0,135,wax warmer
candle warmer wireless,1,511.0,423.0,-2.0,828.0,8,electric candle warmer
cute wax melt warmer,2,779.0,482.0,8.0,619.0,9,wax warmer
mikasa candle warmer lamp,13,1410.0,764.0,43.0,542.0,11,candle lamp
electric candle lamp,2,201.0,402.0,6.0,2000.0,8,adjective + lamp
candle warmer battery operated,7,1162.0,1162.0,-4.0,1000.0,26,electric candle warmer
candle warmer modern,1,441.0,423.0,5.0,959.0,8,electric candle warmer
wax lamp,8,516.0,516.0,-4.0,1000.0,9,adjective + lamp
farmhouse candle warmer lamp,41,3299.0,1940.0,37.0,588.0,27,candle lamp
3 wick candle warmer lamp,16,861.0,516.0,52.0,599.0,9,candle lamp
candle warmer cordless,2,517.0,517.0,8.0,1000.0,9,electric candle warmer
large candle warmer lamp for 3 wick candles,31,1948.0,1165.0,46.0,598.0,26,candle lamp
trademark candle warmer lamp,2,829.0,437.0,-1.0,527.0,8,candle lamp
skjrvrh candle warmer lamp,11,536.0,280.0,,522.0,8,candle lamp
gifts for the home for women,7,2.0,225.0,,100000.0,8,gift
candel warmer lamp,5,375.0,375.0,4.0,1000.0,8,candle lamp
candle warmer lamp adjustable height with timer,2,436.0,346.0,94.0,794.0,8,candle warmer
tigqiang candle warmer lamp,22,503.0,262.0,26.0,521.0,8,candle lamp
yuichoy candle warmer lamp,10,1464.0,764.0,8.0,522.0,11,candle lamp
large candle warmer plate,11,404.0,404.0,4.0,1000.0,8,electric candle warmer
wax warmer with light,1,415.0,415.0,-7.0,1000.0,8,wax warmer
battery operated wax melt warmer,2,417.0,341.0,-17.0,818.0,8,wax warmer
geezo fragrance candle warmer lamp，electric candle warmer with timer & dimmer，mom christmas birthday,18,448.0,225.0,-11.0,502.0,8,electric candle warmer
battery operated candle warmer,7,2981.0,2981.0,0.0,1000.0,28,electric candle warmer
elegant gifts for women,2,6.0,644.0,104.0,100000.0,10,gift
candle warmer wax melts,39,616.0,1232.0,-30.0,2000.0,26,wax warmer
cool candle warmer,8,213.0,213.0,308.0,1000.0,8,electric candle warmer
vintage decor aesthetic,1,10.0,380.0,-3.0,40000.0,8,house decor
lampara calentador de velas aromáticas,1,535.0,322.0,-9.0,602.0,8,lampara
smart candle warmer,1,365.0,365.0,20.0,1000.0,8,electric candle warmer
candle warmer lamp crystal,1,697.0,388.0,32.0,557.0,8,candle lamp
cloud candle warmer lamp,4,553.0,364.0,40.0,658.0,8,candle lamp
lamps that heat candles,6,410.0,286.0,,698.0,8,candle lamp
birthday gifts for mom,286,93.0,9290.0,-30.0,100000.0,37,mom gift
warming lamp,3,107.0,428.0,3.0,4000.0,8,candle lamp
farmhouse candle warmer lamp with timer,5,608.0,349.0,-7.0,574.0,8,candle warmer
dish candle warmer,6,372.0,372.0,,1000.0,8,electric candle warmer
candle warmer lamp amber,9,557.0,311.0,36.0,558.0,8,candle lamp
ceramic wax warmer,7,692.0,431.0,-12.0,623.0,8,wax warmer
candle warmer lamp flower,40,3960.0,2194.0,13.0,554.0,27,candle lamp
candle warmers on sale,3,511.0,351.0,43.0,687.0,8,electric candle warmer
three wick candle warmer,6,285.0,238.0,-10.0,836.0,8,electric candle warmer
practical christmas gifts for women,7,6.0,259.0,13.0,40000.0,8,gift
"dimmable flower candle warmer lamp with timer, vintage candle lamp warmer for jar candle, 2024 women",10,530.0,268.0,4.0,506.0,8,candle warmer
candle melts warmer,3,78.0,391.0,-3.0,5000.0,8,electric candle warmer
candle warmer for 3 wick candles,12,721.0,644.0,46.0,893.0,10,electric candle warmer
portable candle warmer,1,302.0,259.0,,857.0,8,electric candle warmer
candle warmer pad,7,264.0,213.0,,806.0,8,electric candle warmer
home decir,2,6.0,645.0,-5.0,100000.0,10,house decor
candle warmer vintage,1,401.0,250.0,86.0,624.0,8,electric candle warmer
lámpara calentador de velas,1,370.0,370.0,1.0,1000.0,8,lampara
new job gifts for women,53,69.0,1384.0,12.0,20000.0,27,gift
aesthetic candle warmer,1,536.0,364.0,90.0,679.0,8,electric candle warmer
candle warmer adjustable lamp,8,140.0,280.0,,2000.0,8,candle lamp
fragrance lamp,14,693.0,1386.0,72.0,2000.0,27,adjective + lamp
cute home decor,17,17.0,1660.0,-1.0,100000.0,26,house decor
home decor vintage,1,4.0,424.0,2.0,100000.0,8,house decor
candle warmer lamp with timer adjustable height,16,362.0,289.0,,799.0,8,candle warmer
3 wick candle warmer,29,1776.0,1092.0,46.0,615.0,26,electric candle warmer
new home gifts,64,17.0,1663.0,49.0,100000.0,28,gift
candle warming plate,13,469.0,412.0,-2.0,879.0,8,electric candle warmer
lamp candle warmer black,5,253.0,253.0,,1000.0,8,candle lamp
vintage decor for home,2,14.0,1434.0,-14.0,100000.0,26,house decor
pretty home decor,5,2.0,232.0,586.0,100000.0,8,house decor
rustic candle warmer,5,422.0,372.0,-8.0,882.0,8,electric candle warmer
home christmas gifts,3,4.0,394.0,56.0,100000.0,8,gift
wax melter lamp,9,437.0,437.0,3.0,1000.0,8,wax warmer
candle warming lamp with timer,1,359.0,351.0,3126.0,977.0,8,candle warmer
gifts for working women,4,10.0,381.0,61.0,40000.0,8,gift
cute house decor,2,8.0,764.0,14.0,100000.0,11,house decor
seenlast candle warmer lamp with timer dimmer adjustable,17,435.0,235.0,-16.0,540.0,8,candle warmer
house gofts,3,3.0,250.0,,100000.0,8,house decor
flame to flower candles,5,286.0,286.0,,1000.0,8,lampara
geezo candle warmer lamp,5,695.0,362.0,27.0,521.0,8,candle lamp
candle wax warmer electric,17,259.0,517.0,2.0,2000.0,9,wax warmer
fragrance warmer lamps,1,295.0,295.0,176.0,1000.0,8,candle lamp
candle warmer lamp clear glass,1,361.0,280.0,,775.0,8,candle lamp
christmas gifts for home,5,6.0,580.0,112.0,100000.0,9,gift
goloza candle warmer lamp,1,532.0,283.0,,532.0,8,candle lamp
chic gifts,4,3.0,286.0,19.0,100000.0,8,gift
bronze candle warmer lamp,4,630.0,354.0,-1.0,562.0,8,candle lamp
gift for house warming new home,1,26.0,256.0,0.0,10000.0,8,gift
gifts for women home,1,3.0,268.0,730.0,100000.0,8,gift
house gifts for women,37,12.0,1232.0,103.0,100000.0,26,gift
cheap birthday gifts for women,3,2.0,356.0,-15.0,200000.0,8,gift
women's practical gifts,12,3.0,228.0,-5.0,90000.0,8,gift
aesthetic home decor,2,17.0,1653.0,1.0,100000.0,26,house decor
glass decor,9,12.0,1162.0,28.0,100000.0,26,house decor
lampara para velas,7,891.0,484.0,17.0,543.0,9,lampara
amber candle warmer lamp,7,597.0,341.0,83.0,571.0,8,candle lamp
christmas gifts for new moms,16,10.0,413.0,71.0,40000.0,8,mom gift
mom presents for christmas,37,17.0,698.0,65.0,40000.0,10,mom gift
aesthetic lamp,16,495.0,2972.0,-22.0,6000.0,28,adjective + lamp
candle warmer set,2,67.0,336.0,43.0,5000.0,8,electric candle warmer
gold wax warmer,7,640.0,412.0,-12.0,644.0,8,wax warmer
gifts for home decor,6,4.0,415.0,42.0,100000.0,8,gift
wax warmer for scented wax,691,6338.0,19015.0,-14.0,3000.0,49,wax warmer
candles warmers,12,61.0,244.0,,4000.0,8,electric candle warmer
$50 gifts for women,6,2.0,213.0,4.0,100000.0,8,gift
candle warmer lamp￼,1,420.0,420.0,24.0,1000.0,8,electric candle warmer
candle warmer lamp amber glass,9,315.0,216.0,,685.0,8,candle lamp
coffee warmer,1132,21301.0,21301.0,57.0,1000.0,55,mug warmer
home decor for women,7,4.0,370.0,5.0,100000.0,8,house decor
candle warmer bath and body works,5,280.0,280.0,195.0,1000.0,8,electric candle warmer
candle warmer silver,4,291.0,581.0,5.0,2000.0,9,electric candle warmer
mothers gift,4,8.0,764.0,68.0,100000.0,11,mom gift
candle melt,14,116.0,580.0,23.0,5000.0,9,lampara
christmas gifts for friends women,59,17.0,1650.0,47.0,100000.0,26,gift
candle plate warmer,6,367.0,367.0,12.0,1000.0,8,electric candle warmer
glass candle warmer lamp,18,945.0,762.0,60.0,806.0,11,candle lamp
best housewarming gifts for new home,1,6.0,259.0,2.0,40000.0,8,gift
candle gifts for women,87,166.0,1661.0,113.0,10000.0,27,gift
wax warmer for candles,11,42.0,424.0,1.0,10000.0,8,wax warmer
candke warmer lamp,6,259.0,259.0,,1000.0,8,candle lamp
light candle warmer,15,437.0,437.0,25.0,1000.0,8,electric candle warmer
wax warmer for scented wax with timer,4,407.0,216.0,-24.0,531.0,8,wax warmer
black candle warmer lamp,97,3701.0,2698.0,82.0,729.0,28,candle lamp
candle warmer with remote,12,854.0,421.0,11.0,493.0,8,electric candle warmer
coffee mug candle warmer,6,222.0,222.0,1878.0,1000.0,8,electric candle warmer
lamp with candle,1,228.0,228.0,188.0,1000.0,8,adjective + lamp
coffee warmwr,37,286.0,286.0,43.0,1000.0,8,mug warmer
candle watmer,65,68.0,2026.0,33.0,30000.0,27,lampara
candle heater,28,275.0,1650.0,-3.0,6000.0,27,electric candle warmer
gold home decor,18,22.0,2199.0,5.0,100000.0,28,house decor
warm and cozy gifts for women,17,11.0,429.0,79.0,40000.0,8,gift
candle warmer with light,1,37.0,372.0,20.0,10000.0,8,electric candle warmer
cozy gifts for mom,2,20.0,407.0,112.0,20000.0,8,mom gift
candle warmer wax melter,7,142.0,283.0,33.0,2000.0,8,wax warmer
candle warmer with timer and auto shut off,46,1740.0,1232.0,34.0,708.0,26,candle warmer
candle warme,1,15.0,436.0,20.0,30000.0,8,electric candle warmer
lámpara para velas,2,756.0,410.0,50.0,542.0,8,lampara
candle warmer lamp on sale,7,485.0,268.0,,553.0,8,candle lamp
battery wax warmer,1,504.0,394.0,-19.0,781.0,8,wax warmer
candle warmer lamp with candle,8,424.0,424.0,117.0,1000.0,8,candle lamp
candle warmer￼,17,35.0,698.0,50.0,20000.0,10,lampara
mug candle warmer,3,314.0,314.0,137.0,1000.0,8,electric candle warmer
wax burners,26,765.0,765.0,8.0,1000.0,11,wax warmer
moms christmas gifts,59,14.0,1434.0,71.0,100000.0,26,mom gift
candle lanp,14,247.0,247.0,54.0,1000.0,8,lampara
black wax warmer,22,410.0,820.0,7.0,2000.0,11,wax warmer
black candle warmer,35,1232.0,1232.0,16.0,1000.0,27,electric candle warmer
heating candle lamp,7,499.0,354.0,73.0,709.0,8,candle lamp
candle and coffee warmer,10,77.0,232.0,147.0,3000.0,8,electric candle warmer
candlewarmer,16,14.0,421.0,12.0,30000.0,8,lampara
mug watmer,12,644.0,644.0,74.0,1000.0,10,mug warmer
boho candle warmer,1,637.0,408.0,8.0,641.0,8,electric candle warmer
"yuichoy candle warmer lamp with timer, dimmable electric candle wamer adjustable height, christmas g",1,615.0,312.0,-23.0,507.0,8,candle warmer
candle warmer lamp candles,7,392.0,392.0,,1000.0,8,candle lamp
candel lamp,2,426.0,426.0,10.0,1000.0,8,adjective + lamp
candle lamo,2,280.0,280.0,15.0,1000.0,8,lampara
cozy lamp,7,205.0,1232.0,-20.0,6000.0,26,adjective + lamp
candle warmer and wax melter,2,165.0,330.0,15.0,2000.0,8,wax warmer
table top candle warmer,5,50.0,250.0,94.0,5000.0,8,electric candle warmer
vintage candle warmer lamp,20,1789.0,1245.0,47.0,696.0,26,candle lamp
candle heating lamp,13,728.0,516.0,10.0,709.0,9,candle lamp
rustic candle warmer lamp,17,1354.0,823.0,57.0,608.0,11,candle lamp
cozy home gifts,2,4.0,351.0,89.0,80000.0,8,gift
"candle warmer lamp with timer, adjustable height candle warmer, dimmable, home decor, wax warmer lam",29,480.0,265.0,-28.0,552.0,8,candle warmer
candlewarmer lamp with timer,1,491.0,274.0,,558.0,8,candle warmer
gifts for women christmas,48,17.0,1653.0,60.0,100000.0,26,gift
candle wax warmers,10,25.0,253.0,9.0,10000.0,8,wax warmer
myg warmer,11,365.0,365.0,60.0,1000.0,8,mug warmer
candle warmer lanp,8,335.0,335.0,30.0,1000.0,8,electric candle warmer
pretty candle warmer lamp,6,735.0,277.0,,377.0,8,candle lamp
mom lamp gift,10,11.0,228.0,,20000.0,8,adjective + lamp
candle warmer,2021,6548.0,196445.0,34.0,30000.0,271,electric candle warmer
wax melt warmer christmas,10,328.0,277.0,-41.0,845.0,8,wax warmer
electric wax melt warmers,33,411.0,821.0,92.0,2000.0,11,wax warmer
boho candle warmer lamp,1,693.0,372.0,20.0,537.0,8,candle lamp
electric candle burner,6,324.0,324.0,33.0,1000.0,8,lampara
flower wax warmer,4,472.0,335.0,21.0,709.0,8,wax warmer
house warming gift,78,56.0,2791.0,24.0,50000.0,28,gift
adjustable candle warmer lamp,83,2309.0,2194.0,55.0,950.0,27,candle lamp
candle lamps with timer,10,277.0,277.0,113.0,1000.0,8,candle warmer
lamp and candle warmer,5,262.0,262.0,,1000.0,8,candle lamp
decor for home,7,5.0,484.0,-4.0,100000.0,9,house decor
wax burner,158,3925.0,3925.0,-1.0,1000.0,32,wax warmer
candle melter warmer,1,136.0,271.0,-7.0,2000.0,8,electric candle warmer
wax warmer light,8,219.0,437.0,-2.0,2000.0,8,wax warmer
wax warmers,91,1241.0,3724.0,-14.0,3000.0,30,wax warmer
candle lamp warmer black,4,483.0,359.0,99.0,744.0,8,candle lamp
scentsy warmer,35,2199.0,2199.0,-21.0,1000.0,27,mug warmer
candle warmer black,36,1218.0,1218.0,38.0,1000.0,26,electric candle warmer
large wax warmer,4,145.0,434.0,-1.0,3000.0,8,wax warmer
black candle lamp warmer,4,373.0,268.0,13.0,719.0,8,candle lamp
electric wax warmer for scented wax,13,439.0,439.0,-22.0,1000.0,8,wax warmer
home decore,7,14.0,1431.0,-4.0,100000.0,26,house decor
adjustable candle warmer,5,463.0,437.0,24.0,943.0,8,electric candle warmer
adjustable height candle warmer lamp,1,330.0,274.0,56.0,831.0,8,candle lamp
candle wax burner,5,198.0,396.0,0.0,2000.0,8,lampara
candle warmer gold,13,834.0,517.0,23.0,620.0,9,electric candle warmer
crystal candle warmer,4,603.0,413.0,13.0,685.0,8,electric candle warmer
flower candle warmer lamp,79,6806.0,3920.0,1.0,576.0,32,candle lamp
wax melt warmer with timer,37,2232.0,1384.0,-4.0,620.0,30,wax warmer
large candle warmer for 3 wick candles,5,361.0,314.0,16.0,870.0,8,electric candle warmer
candle+warmer,10,54.0,268.0,135.0,5000.0,8,electric candle warmer
candle warmwr lamp,2,381.0,381.0,5.0,1000.0,8,candle lamp
christmas house warming gifts,11,8.0,250.0,118.0,30000.0,8,gift
lampara de vela,1,340.0,340.0,45.0,1000.0,8,lampara
candle warmer with auto shut off,12,426.0,410.0,1.0,962.0,8,electric candle warmer
wax warmers for scented wax,12,161.0,482.0,11.0,3000.0,9,wax warmer
best candle warmer lamp,2,356.0,356.0,15.0,1000.0,8,candle lamp
mig warmer,17,413.0,413.0,60.0,1000.0,8,mug warmer
winter wax melt warmer,3,285.0,247.0,-30.0,867.0,8,wax warmer
candel warmer,62,69.0,2061.0,21.0,30000.0,27,mug warmer
wac warmer,4,80.0,319.0,-6.0,4000.0,8,mug warmer
candle warmer lamo,10,394.0,394.0,18.0,1000.0,8,electric candle warmer
candles lamp warmer,7,213.0,213.0,69.0,1000.0,8,candle lamp
house decor gifts,5,4.0,423.0,182.0,100000.0,8,gift
wax watmer,7,103.0,412.0,-2.0,4000.0,8,wax warmer
light candle,4,17.0,340.0,1.0,20000.0,8,lampara
farmhouse candle warmer,1,421.0,415.0,9.0,985.0,8,electric candle warmer
2 in 1 candle and wax warmer,6,635.0,312.0,99.0,491.0,8,electric candle warmer
a wax melt warmer,25,462.0,1386.0,14.0,3000.0,26,wax warmer
home warming gifts,5,7.0,335.0,13.0,50000.0,8,gift
candle warmwe,8,15.0,436.0,22.0,30000.0,8,electric candle warmer
candy warmer lamp,6,494.0,317.0,,642.0,8,candle lamp
aromatherapy lamp,1,439.0,439.0,35.0,1000.0,8,adjective + lamp
wax melt warmer electric,22,2064.0,2064.0,4.0,1000.0,27,wax warmer
candle warmer lamp vintage,2,535.0,372.0,16.0,695.0,8,candle lamp
candle lamp￼,11,466.0,247.0,-7.0,530.0,8,lampara
candle lamps,84,3725.0,3725.0,37.0,1000.0,29,adjective + lamp
wax melt lamp,9,439.0,439.0,10.0,1000.0,8,wax warmer
wax melt warmer lamp,1,396.0,396.0,14.0,1000.0,8,wax warmer
ceramic candle warmer,5,378.0,378.0,5.0,1000.0,8,electric candle warmer
aesthetic lamps,1,58.0,581.0,-20.0,10000.0,9,adjective + lamp
lamps aesthetic,1,55.0,328.0,-3.0,6000.0,8,adjective + lamp
plug-in candle warmer,3,320.0,320.0,16.0,1000.0,8,electric candle warmer
wax warmer lamp,53,2199.0,2199.0,21.0,1000.0,28,wax warmer
wax burner for scented wax,59,1660.0,1660.0,-3.0,1000.0,27,wax warmer
scented candles for lamp warmers,4,232.0,232.0,,1000.0,8,electric candle warmer
mug warmers,18,762.0,762.0,28.0,1000.0,11,mug warmer
black lamp candle warmer,3,363.0,271.0,29.0,746.0,8,candle lamp
candle lamp warmer gold,13,219.0,219.0,,1000.0,8,candle lamp
auto shut off candle warmer,7,378.0,367.0,13.0,971.0,8,electric candle warmer
wax melt warmer auto shut off,13,639.0,235.0,-5.0,368.0,8,wax warmer
candle warmer lamps,54,1660.0,1660.0,-19.0,1000.0,26,candle lamp
candle warmer electric,2,182.0,364.0,12.0,2000.0,8,electric candle warmer
wax melt burner,5,291.0,581.0,-2.0,2000.0,9,wax warmer
candle warmer lamp lantern,2,554.0,359.0,5.0,648.0,8,candle lamp
decorative wax warmer,3,490.0,346.0,3.0,706.0,8,wax warmer
lamp aesthetic,1,70.0,698.0,-10.0,10000.0,10,adjective + lamp
candle hot plate,14,444.0,418.0,5.0,941.0,8,electric candle warmer
candle warmer gift set,6,25.0,250.0,247.0,10000.0,8,electric candle warmer
candle wax melter warmer,11,116.0,232.0,848.0,2000.0,8,wax warmer
lamps for candles,1,265.0,265.0,97.0,1000.0,8,adjective + lamp
candle warmer plate,444,10127.0,10127.0,28.0,1000.0,40,electric candle warmer
candle wax melt warmer,16,116.0,581.0,2.0,5000.0,9,wax warmer
christmas wax warmer,30,359.0,1434.0,-75.0,4000.0,34,wax warmer
wireless candle warmer,7,1953.0,1592.0,2.0,815.0,26,electric candle warmer
battery operated wax warmer,7,1577.0,1232.0,-21.0,781.0,26,wax warmer
scent warmer,12,71.0,424.0,4.0,6000.0,8,mug warmer
christmas wax warmers,8,70.0,280.0,-58.0,4000.0,8,wax warmer
snowman wax melt warmer,6,686.0,365.0,-14.0,532.0,8,wax warmer
cordless candle warmer,9,2426.0,2426.0,-4.0,1000.0,27,electric candle warmer
candle mug warmer,10,389.0,389.0,56.0,1000.0,8,electric candle warmer
candle warming lamp for jar candles,55,1751.0,1653.0,52.0,944.0,26,candle lamp
candle warmers wax melts,6,215.0,429.0,-11.0,2000.0,8,wax warmer
wax burner with timer,6,682.0,244.0,14.0,358.0,8,candle warmer
small candle warmer,10,140.0,698.0,11.0,5000.0,10,electric candle warmer
electric wax warmers,5,250.0,250.0,2.0,1000.0,8,wax warmer
wax warmer for scented wax electric,7,376.0,376.0,10.0,1000.0,8,wax warmer
candle watmer lamp,14,426.0,426.0,17.0,1000.0,8,adjective + lamp
candles light,1,13.0,259.0,-17.0,20000.0,8,lampara
tart warmer,37,1092.0,1092.0,0.0,1000.0,26,mug warmer
electric wax melt warmer with timer,7,644.0,311.0,-12.0,483.0,8,wax warmer
candle warmer adjustable height,9,451.0,364.0,2.0,807.0,8,electric candle warmer
electric wax melt warmer,77,2426.0,2426.0,-6.0,1000.0,29,wax warmer
masculine candle warmer,7,362.0,216.0,159.0,597.0,8,electric candle warmer
candle lover gifts,9,65.0,259.0,65.0,4000.0,8,lampara
cordless wax melt warmer,2,440.0,413.0,-13.0,939.0,8,wax warmer
lamp candle warmer with timer,23,644.0,644.0,65.0,1000.0,10,candle warmer
flower lamp candle warmer,11,1229.0,698.0,36.0,568.0,10,candle lamp
candle lamp black,6,576.0,330.0,30.0,573.0,8,adjective + lamp
electric candle lamp warmer,5,344.0,344.0,7.0,1000.0,8,candle lamp
wax lamp warmer,1,418.0,418.0,11.0,1000.0,8,wax warmer
candle warmer plate auto shut off,6,933.0,388.0,5.0,416.0,8,electric candle warmer
candle coffee warmer,2,35.0,311.0,77.0,9000.0,8,electric candle warmer
candle and wax warmer 2 in 1,8,808.0,391.0,2.0,484.0,8,electric candle warmer
flameless candle burner,5,274.0,274.0,317.0,1000.0,8,lampara
battery powered candle warmers,2,624.0,580.0,33.0,929.0,9,electric candle warmer
led candle warmer,1,321.0,265.0,,825.0,8,electric candle warmer
fireplace candle warmer,4,185.0,370.0,22.0,2000.0,8,electric candle warmer
blue candle warmer lamp,6,789.0,420.0,12.0,532.0,8,candle lamp
candle warmer lamp green,18,1197.0,821.0,19.0,686.0,11,candle lamp
extra large candles,11,9.0,644.0,5.0,70000.0,10,lampara
candle warmer bulb,116,824.0,1648.0,-3.0,2000.0,27,candle lamp
home,80,341.0,102164.0,-13.0,300000.0,154,house decor
home decor under 20 dollars,5,2.0,247.0,36.0,100000.0,8,house decor
yankee candle warmer electric,4,239.0,219.0,254.0,916.0,8,electric candle warmer
candle warmer lamp two pack,5,283.0,283.0,-1.0,1000.0,8,candle lamp
heating lamp,24,176.0,1234.0,-28.0,7000.0,28,candle lamp
heat lamp,391,304.0,12175.0,-37.0,40000.0,49,adjective + lamp
marble candle warmer lamp,1,636.0,344.0,84.0,541.0,8,candle lamp
candle warmer light bulbs,119,828.0,1655.0,-9.0,2000.0,28,candle lamp
kitchen lamp,31,74.0,4429.0,-25.0,60000.0,30,adjective + lamp
candle warmer lamp blue,13,839.0,439.0,26.0,523.0,8,candle lamp
marble candle warmer,3,1124.0,362.0,-6.0,322.0,8,electric candle warmer
academia decor,1,383.0,765.0,21.0,2000.0,11,house decor
vintage candle,2,103.0,412.0,6.0,4000.0,8,lampara
bedroom decor,468,846.0,84642.0,-13.0,100000.0,126,house decor
candle warmer lamp bulb,545,3321.0,6642.0,-1.0,2000.0,33,candle lamp
one fire cordless lamp,6,216.0,216.0,-12.0,1000.0,8,adjective + lamp
bee wax candles,4,1281.0,351.0,-5.0,274.0,8,lampara
2 pack candle warmer lamp,4,437.0,437.0,47.0,1000.0,8,candle lamp
candle warmer lantern lamp,4,317.0,317.0,28.0,1000.0,8,candle lamp
vintage candle snuffer,3,880.0,235.0,117.0,267.0,8,lampara
small counter lamp,10,480.0,437.0,-14.0,911.0,8,adjective + lamp
boho shelf decor items,6,129.0,388.0,-26.0,3000.0,8,house decor
tap light lamp,3,138.0,415.0,-5.0,3000.0,8,adjective + lamp
candle dome,1,356.0,247.0,-26.0,694.0,8,lampara
tapered candle holder,8,219.0,437.0,-34.0,2000.0,8,lampara
baccarat rouge candle,4,3500.0,378.0,7.0,108.0,8,lampara
fairy light lamp,1,86.0,429.0,0.0,5000.0,8,adjective + lamp
